0, GPU-ccaa3609-6aa3-954c-c54e-057ccdbbb739, NVIDIA GeForce RTX 5090, 0, 2, 32607
1, GPU-5718e267-bcc6-dc21-3145-d4773f5802a3, NVIDIA GeForce RTX 5090, 0, 2, 32607
