label,scale,best_iteration,completed_iteration,final_score,start_total,start_volume_qs,start_coil,start_coil_length_mean_m,start_curvature_p95_per_m,start_curvature_max_per_m,start_min_intercoil_distance_m,start_min_z_axis_distance_m,start_quality_length,start_quality_curvature_p95,start_quality_curvature_max,start_quality_spacing,start_quality_axis_distance,start_quality_high_mode,start_quality_current,start_points_length,start_points_curvature_p95,start_points_curvature_max,start_points_spacing,start_points_axis_distance,start_points_high_mode,start_points_current,start_points_curvature,start_points_distance,start_points_other,start_points_total,start_effective_radius_m,start_reference_axis_distance_min_m,start_reference_axis_distance_p05_m,start_reference_axis_distance_median_m,start_reference_axis_distance_mean_m,start_reference_surface_nearest_distance_m,start_reference_surface_distance_p05_m,start_reference_surface_tube_margin_min_m,start_reference_surface_tube_margin_p05_m,start_reference_surface_tube_margin_median_m,best_total,best_volume_qs,best_coil,best_coil_length_mean_m,best_curvature_p95_per_m,best_curvature_max_per_m,best_min_intercoil_distance_m,best_min_z_axis_distance_m,best_quality_length,best_quality_curvature_p95,best_quality_curvature_max,best_quality_spacing,best_quality_axis_distance,best_quality_high_mode,best_quality_current,best_points_length,best_points_curvature_p95,best_points_curvature_max,best_points_spacing,best_points_axis_distance,best_points_high_mode,best_points_current,best_points_curvature,best_points_distance,best_points_other,best_points_total,best_effective_radius_m,best_reference_axis_distance_min_m,best_reference_axis_distance_p05_m,best_reference_axis_distance_median_m,best_reference_axis_distance_mean_m,best_reference_surface_nearest_distance_m,best_reference_surface_distance_p05_m,best_reference_surface_tube_margin_min_m,best_reference_surface_tube_margin_p05_m,best_reference_surface_tube_margin_median_m,delta_total,delta_volume_qs,delta_coil,delta_coil_length_mean_m,delta_curvature_p95_per_m,delta_curvature_max_per_m,delta_min_intercoil_distance_m,delta_min_z_axis_distance_m,delta_quality_length,delta_quality_curvature_p95,delta_quality_curvature_max,delta_quality_spacing,delta_quality_axis_distance,delta_quality_high_mode,delta_quality_current,delta_points_length,delta_points_curvature_p95,delta_points_curvature_max,delta_points_spacing,delta_points_axis_distance,delta_points_high_mode,delta_points_current,delta_points_curvature,delta_points_distance,delta_points_other,delta_points_total,delta_effective_radius_m,delta_reference_axis_distance_min_m,delta_reference_axis_distance_p05_m,delta_reference_axis_distance_median_m,delta_reference_axis_distance_mean_m,delta_reference_surface_nearest_distance_m,delta_reference_surface_distance_p05_m,delta_reference_surface_tube_margin_min_m,delta_reference_surface_tube_margin_p05_m,delta_reference_surface_tube_margin_median_m
coil_anchor_0p60,0.6,2,200,7.093277370514222,7.050236800998187,14.416191433567274,69.7284437871089,1.8205872328500985,13.172478933391627,28.80451416782794,0.10523435606750169,0.6998067410315538,0.8682360387783257,0.41139342286136193,0.5581800498003773,0.5748285956814478,0.8180191395851405,0.9989218580193214,0.9445503384174432,13.89177662045321,8.227868457227238,6.698160597604527,11.496571913628957,9.816229675021686,12.98598415425118,6.611852368922103,14.926029054831766,21.312801588650643,33.48961314362649,69.7284437871089,0.28975538554044084,0.1321708778395657,0.15705795143229834,0.26670213036303847,0.2652679229966644,0.09009379573876104,0.10546669207531079,0.058530538669366,0.08535062031200155,0.1947419979468048,7.718737964210122,17.456637702233717,70.03684114453826,1.8258974537179207,13.041903297509915,26.569578785320456,0.10506595578518149,0.6945865046668819,0.8677688601606985,0.41453302410925197,0.5819290518764211,0.5743979845759876,0.8166777740372324,0.9989223105771685,0.9435210371136065,13.884301762571177,8.29066048218504,6.983148622517053,11.487959691519752,9.800133288446789,12.985990037503191,6.604647259795246,15.273809104702092,21.288092979966542,33.47493905986961,70.03684114453824,0.29060053316648965,0.13062659846149574,0.15849447551309107,0.26735259182436977,0.266776239030673,0.09237675053677205,0.10436672357539444,0.05610845826243402,0.0869949692932997,0.19547380244621915,0.6685011632119355,3.040446268666443,0.3083973574293566,0.00531022086782218,-0.13057563588171206,-2.2349353825074836,-0.0001684002823201941,-0.0052202363646719485,-0.00046717861762712865,0.0031396012478900337,0.0237490020760438,-0.0004306111054602768,-0.001341365547908091,4.52557847085977e-07,-0.001029301303836716,-0.007474857882034058,0.06279202495780112,0.2849880249125256,-0.008612222109205092,-0.016096386574897537,5.883252011784634e-06,-0.007205109126857678,0.34778004987032674,-0.024708608684100852,-0.014674083756879952,0.3083973574293424,0.0008451476260488144,-0.001544279378069946,0.0014365240807927282,0.0006504614613312976,0.0015083160340085833,0.002282954798011008,-0.0010999684999163512,-0.0024220804069319812,0.0016443489812981438,0.0007318044994143458
coil_anchor_0p80,0.8,113,200,88.24063652874682,66.47082478015582,39.79219598236117,69.07377971904202,2.427449629301604,9.87935900150495,21.603390126200306,0.07009779006607571,0.5819447479424009,0.8149795361233954,0.5039445932227262,0.640836668705657,0.46372661193432074,0.7827338742063131,0.9989218580046937,0.9445503384174432,13.039672577974326,10.078891864454524,7.690040024467884,9.274532238686415,9.392806490475758,12.985984154061018,6.611852368922103,17.76893188892241,18.667338729162175,32.637509100957445,69.07377971904202,0.38634051174640743,0.17616039171308967,0.20755220489656415,0.3552725810296863,0.3532040648127423,0.1342207408150599,0.16117763879628394,0.10276796340964454,0.13491467062915735,0.2817590273178752,88.98624214453588,83.77783580907972,69.97201775397454,2.6715085464153208,8.58708084513834,16.484009743731043,0.06431194994336871,0.5707444522915215,0.7938963269251821,0.549344886382569,0.7116782169908006,0.4402594177641118,0.7787417730407203,0.9990082058392823,0.9436348405641577,12.702341230802913,10.986897727651378,8.540138603889607,8.805188355282237,9.344901276488644,12.98710667591067,6.605443883949104,19.527036331540984,18.150089631770882,32.29489179066269,69.97201775397455,0.4251836901828231,0.21612783253070322,0.2482889233809917,0.40439317681806997,0.38885249412212214,0.1803364371710898,0.20707669468924103,0.14438299180653605,0.179068626174324,0.33256541611247437,22.515417364380056,43.98563982671855,0.8982380349325183,0.24405891711371686,-1.29227815636661,-5.119380382469263,-0.005785840122706998,-0.011200295650879433,-0.02108320919821327,0.04540029315984273,0.07084154828514355,-0.023467194170208927,-0.003992101165592787,8.634783458860706e-05,-0.0009154978532854852,-0.33733134717141233,0.9080058631968537,0.8500985794217231,-0.46934388340417854,-0.04790521398711434,0.0011225218496520029,-0.006408484972999062,1.7581044426185741,-0.5172490973912929,-0.34261731029475584,0.8982380349325325,0.03884317843641566,0.03996744081761355,0.04073671848442756,0.04912059578838368,0.03564842930937984,0.046115696356029884,0.04589905589295709,0.041615028396891504,0.04415395554516666,0.050806388794599144
