accepted,alpha_normal_floor_l2,alpha_nu_wall_s,alpha_validation_l2,alpha_wall_s,case_id,check_dense_normal_field_p95,check_dense_relative_l2,check_normal_nonzero,check_solver_converged,check_toroidal_winding,cpu_solve_status,cpu_solve_wall_s,face_iota,face_qa,face_qh,face_qp,final_boozer_l2,final_dense_l2,final_normal_p95,has_acceptance_checks,initial_boozer_l2,initial_iota,inverse_aspect_ratio,iota_abs_error,iota_relative_error,iteration,n_base_coils,native_iota_mid,native_psi_angle_l2,native_psi_angle_p95,native_psi_train_rms,native_qa,native_qh,native_qp,native_score,nfp,optimizer_wall_s,prepare_failure_stage,prepare_status,prepare_wall_s,solved_regular,source_psi_angle_l2,source_psi_angle_p95,source_psi_train_rms,source_psi_validation_rms,source_psi_wall_s,surface_name,target_s,trajectory_id,validation_status,validation_wall_s,volume_m3
True,1.3158694886897938e-05,58.300552390515804,0.0808507396337221,94.35949831455946,p107_37034_0_000001_step0100,True,True,True,True,True,ok,7.839074655901641,1.5396183535922203,0.0017056847977742335,5.159913697916191e-07,0.0017294678523077514,2.4021484196680937e-06,2.4021484196680937e-06,1.8814619468195653e-06,True,0.0003726186065740269,1.5410776965663917,0.026480107755974477,0.0014593429741713848,0.0009478602088410171,100,3,1.5091313536433928,4.921612148971842e-06,2.2321515082507115e-05,0.00015634151755099297,0.18813253750396425,0.002161832749324115,0.03757168919471307,92.10671030916816,5,624.6556414179504,none,ok,159.21426843479276,True,4.627125953822266e-06,2.2197030311278692e-05,0.00015635968441509305,0.00015563394940032267,6.550503235310316,fixed_probe,0.28888723952481704,p107_37034_0_000001,accepted,1.1933022269513458,0.01532465689178505
True,1.3158694886897938e-05,58.300552390515804,0.0808507396337221,94.35949831455946,p107_37034_0_000001_step0100,True,True,True,True,True,ok,9.709930626908317,1.5416806108062802,0.0026066339492220795,8.190045957441489e-07,0.002642962513530215,2.6886006735497652e-06,2.6886006735497652e-06,2.2233617730199174e-06,True,0.004546996204269533,1.548452615737915,0.032727824452434676,0.0067720049316348785,0.004392612117041028,100,3,1.5091313536433928,4.921612148971842e-06,2.2321515082507115e-05,0.00015634151755099297,0.18813253750396425,0.002161832749324115,0.03757168919471307,92.10671030916816,5,624.6556414179504,none,ok,159.21426843479276,True,4.627125953822266e-06,2.2197030311278692e-05,0.00015635968441509305,0.00015563394940032267,6.550503235310316,adaptive_edge,0.43891657284405367,p107_37034_0_000001,accepted,1.1284519699402153,0.023419399530425773
True,1.2695138542844892e-05,59.63756760209799,0.07817754050969174,93.94553923979402,p107_37034_0_000001_step0150,True,True,True,True,True,ok,6.255110089899972,1.5852103827584196,0.0017007569993140095,3.168635818496813e-07,0.0017217400660774582,3.878453824093197e-06,3.878453824093197e-06,4.5490361560852135e-06,True,0.0006717869441621936,1.5887103308474637,0.026123347322368474,0.0034999480890440804,0.0022078760820086426,150,3,1.5611238810126629,5.108777911733681e-06,2.1703568206219504e-05,0.00016690273282028896,0.19614347373249497,0.001408267499756045,0.03920414494592857,93.08333907785644,5,930.6962214913219,none,ok,159.44362587854266,True,4.869052996154908e-06,2.1266981289798113e-05,0.00016690085697761346,0.00016489816367049585,5.857122775167227,fixed_probe,0.28888723952481704,p107_37034_0_000001,accepted,1.1640672199428082,0.015027199066916004
True,1.2695138542844892e-05,59.63756760209799,0.07817754050969174,93.94553923979402,p107_37034_0_000001_step0150,True,True,True,True,True,ok,7.7811485670972615,1.5884003676289558,0.0028235142742618563,6.017809294515138e-07,0.002858171755401923,4.617121021325718e-06,4.617121021325718e-06,5.610653788060086e-06,True,0.003269822430521378,1.59665846824646,0.033648615259017974,0.008258100617504205,0.005199004473809884,150,3,1.5611238810126629,5.108777911733681e-06,2.1703568206219504e-05,0.00016690273282028896,0.19614347373249497,0.001408267499756045,0.03920414494592857,93.08333907785644,5,930.6962214913219,none,ok,159.44362587854266,True,4.869052996154908e-06,2.1266981289798113e-05,0.00016690085697761346,0.00016489816367049585,5.857122775167227,adaptive_edge,0.4762173645609015,p107_37034_0_000001,accepted,1.1705749742686749,0.024944279224796154
True,1.2299195853660696e-05,59.19162601605058,0.0747954417968244,93.66552497446537,p107_37034_0_000001_step0200,True,True,True,True,True,ok,7.944649521028623,1.6255770501656084,0.0017340198388500806,4.131484997078689e-07,0.0017532359152575882,5.123132347068831e-06,5.123132347068831e-06,6.910265558891434e-06,True,0.0007258141019136272,1.630270117673869,0.02591021927348878,0.0046930675082605955,0.002887016341540059,200,3,1.6034937510127212,5.788219729393643e-06,2.2444637026095885e-05,0.00018784938497272896,0.20296010183539281,0.0011567734784587063,0.04056815138780914,93.50622349379589,5,1244.1118233371526,none,ok,158.60009460896254,True,5.536244717726691e-06,2.119141418809636e-05,0.00018786906714931406,0.00018572095592857938,5.739305533468723,fixed_probe,0.28888723952481704,p107_37034_0_000001,accepted,1.169935867190361,0.014888222850899909
True,1.2299195853660696e-05,59.19162601605058,0.0747954417968244,93.66552497446537,p107_37034_0_000001_step0200,True,True,True,True,True,ok,9.391613219166175,1.630041205702361,0.0029961268013699734,6.056789460130579e-07,0.0030293570964334345,6.3801113522176364e-06,6.3801113522176364e-06,9.017692851427952e-06,True,0.002970152745333762,1.6391488313674927,0.03404741191845039,0.00910762566513168,0.0055873591620080165,200,3,1.6034937510127212,5.788219729393643e-06,2.2444637026095885e-05,0.00018784938497272896,0.20296010183539281,0.0011567734784587063,0.04056815138780914,93.50622349379589,5,1244.1118233371526,none,ok,158.60009460896254,True,5.536244717726691e-06,2.119141418809636e-05,0.00018786906714931406,0.00018572095592857938,5.739305533468723,adaptive_edge,0.49485913149413385,p107_37034_0_000001,accepted,1.1840975545346737,0.0257199692581296
True,9.045415779285751e-05,58.102457482367754,0.24054098906852542,93.14993620291352,p107_37034_0_000003_step0000,True,True,True,True,True,ok,9.263072074856609,1.443823306836913,0.0007640012841367593,0.0002737121311593806,0.0006022546327256021,5.888015266781251e-06,5.888015266781251e-06,6.454604284126547e-06,True,0.003498710681009394,1.4120362977676393,0.016928836391852223,0.031787009069273786,0.02201585811695467,0,2,1.308612596873291,1.8524804519540025e-05,0.00019317580151934348,0.000880511176260415,0.15174458800884824,0.02975337920359664,0.02461139811262367,70.99194805738728,4,0.0,none,ok,156.26203610375524,True,1.7867530543031874e-05,0.00019737215647636864,0.0008804575273136054,0.0008926449004304463,5.0058792643249035,fixed_probe,0.06479792384918319,p107_37034_0_000003,accepted,1.1878615245223045,0.0060502111676730965
True,9.045415779285751e-05,58.102457482367754,0.24054098906852542,93.14993620291352,p107_37034_0_000003_step0000,True,True,True,True,True,ok,8.857018798124045,1.4384512736475166,0.0011058462748679081,0.0003079182439492108,0.000985616504024599,6.592690592071771e-06,6.592690592071771e-06,7.326269447735986e-06,True,0.01104095901557658,1.4116023480892181,0.021340503618928273,0.02684892555829843,0.018665161656965235,0,2,1.308612596873291,1.8524804519540025e-05,0.00019317580151934348,0.000880511176260415,0.15174458800884824,0.02975337920359664,0.02461139811262367,70.99194805738728,4,0.0,none,ok,156.26203610375524,True,1.7867530543031874e-05,0.00019737215647636864,0.0008804575273136054,0.0008926449004304463,5.0058792643249035,adaptive_edge,0.10124675601434871,p107_37034_0_000003,accepted,1.1713682226836681,0.009608492239304102
True,4.710387099306477e-05,57.91145230084658,0.34884514692027274,93.00292877852917,p107_37034_0_000003_step0010,True,True,True,True,True,ok,9.791944760130718,1.5599015102644265,0.0007844574268824015,0.00010186151185930969,0.0007874086853602007,8.08670360623985e-06,8.08670360623985e-06,8.046966641493292e-06,True,0.0029155776993175083,1.5450599279873527,0.018686438980691035,0.014841582277073773,0.009514435481608005,10,2,1.3675583687706454,8.785661400016137e-06,8.639304384609936e-05,0.0003627734169000178,0.09947263572142434,0.014345224304477763,0.02269791137062332,75.05236645083174,4,47.04026128910482,none,ok,155.6448683142662,True,8.693078407220801e-06,8.533046322876165e-05,0.000362698619139121,0.000365087364443056,4.726740900427103,fixed_probe,0.06479792384918319,p107_37034_0_000003,accepted,1.1984605118632317,0.007246464731960105
True,4.710387099306477e-05,57.91145230084658,0.34884514692027274,93.00292877852917,p107_37034_0_000003_step0010,True,True,True,True,True,ok,8.463454704964533,1.5599946951387644,0.0008067648047815687,0.00010474593732532519,0.0008099429762380148,8.132766232515785e-06,8.132766232515785e-06,8.080712577096757e-06,True,0.007948638095586862,1.5414713621139526,0.018946964682492625,0.018523333024811794,0.011873971804220854,10,2,1.3675583687706454,8.785661400016137e-06,8.639304384609936e-05,0.0003627734169000178,0.09947263572142434,0.014345224304477763,0.02269791137062332,75.05236645083174,4,47.04026128910482,none,ok,155.6448683142662,True,8.693078407220801e-06,8.533046322876165e-05,0.000362698619139121,0.000365087364443056,4.726740900427103,adaptive_edge,0.0665917687154149,p107_37034_0_000003,accepted,1.1547506600618362,0.00744987493304081
True,6.896790376634623e-05,58.354559265077114,0.23139950935911574,92.96073651313782,p107_37034_0_000003_step0025,True,True,True,True,True,ok,9.324341592844576,1.4092715289425906,0.0006162929612329353,4.847768400515487e-05,0.0005891066342468114,3.2192275804313614e-06,3.2192275804313614e-06,4.0749254275809915e-06,True,0.0031553620343246426,1.3892345713321697,0.017121123391121543,0.020036957610420902,0.014217953885334717,25,2,1.2739364924532266,1.5562679291303675e-05,0.00014464661380959715,0.0006784830027186475,0.10338571613108903,0.0111420954458499,0.02511328040262214,78.91035293790912,4,115.08218738436699,none,ok,156.24254336208105,True,1.5231741512001622e-05,0.0001485631687706281,0.0006784402729662686,0.0006875511688834494,4.923359323292971,fixed_probe,0.06479792384918319,p107_37034_0_000003,accepted,1.1534670442342758,0.0060539562844526724
