accepted,alpha_normal_floor_l2,alpha_nu_wall_s,alpha_validation_l2,alpha_wall_s,case_id,check_dense_normal_field_p95,check_dense_relative_l2,check_normal_nonzero,check_solver_converged,check_toroidal_winding,cpu_solve_status,cpu_solve_wall_s,face_iota,face_qa,face_qh,face_qp,final_boozer_l2,final_dense_l2,final_normal_p95,has_acceptance_checks,initial_boozer_l2,initial_iota,inverse_aspect_ratio,iota_abs_error,iota_relative_error,iteration,n_base_coils,native_iota_mid,native_psi_angle_l2,native_psi_angle_p95,native_psi_train_rms,native_qa,native_qh,native_qp,native_score,nfp,optimizer_wall_s,prepare_failure_stage,prepare_status,prepare_wall_s,solved_regular,source_psi_angle_l2,source_psi_angle_p95,source_psi_train_rms,source_psi_validation_rms,source_psi_wall_s,surface_name,target_s,trajectory_id,validation_status,validation_wall_s,volume_m3
False,5.0944959314543024e-05,68.34915931522846,0.6750429459137552,100.98704469949007,p107_37034_1_000018_step0150,False,False,True,False,False,solver_rejected,160.8988722199574,6330.314802344679,3326.020289965946,1907.0779938424673,68.80496046130857,461.7631828797643,461.7631828797643,0.9580541895891957,True,0.022253898380350225,1.6268982887268066,5.960590292241164,6328.6879040559525,0.9997429988334665,150,3,1.757066100719494,2.771571921140391e-05,0.0001433637125569221,0.0010976807888524332,0.1822882557178233,0.04275900804037044,0.01692286344481037,60.13074956823393,4,1809.2329414971173,none,ok,175.36227210983634,False,2.706455883476218e-05,0.00014332280841973123,0.0010976717443440774,0.001100758317736632,6.020545486360788,fixed_probe,0.20100748933012003,p107_37034_1_000018,validation_rejected,1.2571859434247017,47117154353.50371
False,5.0944959314543024e-05,68.34915931522846,0.6750429459137552,100.98704469949007,p107_37034_1_000018_step0150,False,False,True,True,True,ok,14.743620974943042,2.4336460784323486,0.0003922406297641339,0.00038218325571297453,5.200456157223959e-05,0.00016239968082776122,0.00016239968082776122,0.00019614856437629935,True,0.01637409839824217,2.5227399765069043,0.010889671971310072,0.0890938980745557,0.036609225500836264,150,3,1.757066100719494,2.771571921140391e-05,0.0001433637125569221,0.0010976807888524332,0.1822882557178233,0.04275900804037044,0.01692286344481037,60.13074956823393,4,1809.2329414971173,none,ok,175.36227210983634,True,2.706455883476218e-05,0.00014332280841973123,0.0010976717443440774,0.001100758317736632,6.020545486360788,adaptive_edge,0.025557933077684263,p107_37034_1_000018,validation_rejected,1.1740942746400833,0.0029396563794123415
False,5.0944959314543024e-05,72.63235475867987,0.6750429459137552,101.20921709015965,p107_37034_1_000018_step0200,False,False,True,False,False,solver_rejected,174.03042159997858,6330.314802344679,3326.020289965946,1907.0779938424673,68.80496046130857,461.7631828797643,461.7631828797643,0.9580541895891957,True,0.022253898380350225,1.6268982887268066,5.960590292241164,6328.6879040559525,0.9997429988334665,200,3,1.757066100719494,2.771571921140391e-05,0.0001433637125569221,0.0010976807888524332,0.1822882557178233,0.0427590080403704,0.016922863444810372,60.13074956823396,4,2423.5100310291164,none,ok,179.91406413912773,False,2.706455883476218e-05,0.00014332280841973123,0.0010976717443440774,0.001100758317736632,6.068528980016708,fixed_probe,0.20100748933012003,p107_37034_1_000018,validation_rejected,1.2787441350519657,47117154353.50371
False,5.0944959314543024e-05,72.63235475867987,0.6750429459137552,101.20921709015965,p107_37034_1_000018_step0200,False,False,True,True,True,ok,16.087445285869762,2.4336460784323486,0.0003922406297641339,0.00038218325571297453,5.200456157223959e-05,0.00016239968082776122,0.00016239968082776122,0.00019614856437629935,True,0.01637409839824217,2.5227399765069043,0.010889671971310072,0.0890938980745557,0.036609225500836264,200,3,1.757066100719494,2.771571921140391e-05,0.0001433637125569221,0.0010976807888524332,0.1822882557178233,0.0427590080403704,0.016922863444810372,60.13074956823396,4,2423.5100310291164,none,ok,179.91406413912773,True,2.706455883476218e-05,0.00014332280841973123,0.0010976717443440774,0.001100758317736632,6.068528980016708,adaptive_edge,0.025557933077684263,p107_37034_1_000018,validation_rejected,1.1729581505060196,0.0029396563794123415
False,0.00011899957302929042,72.86257605627179,0.08707037820068211,100.94097865745425,p107_37034_1_000020_step0000,False,False,True,True,True,ok,58.98079224489629,0.9995291438774724,0.003835613205309595,0.003631896050777481,7.814729850182972e-05,0.00010343094111675349,0.00010343094111675349,0.0001227002506129968,True,0.0008680700034272305,0.9937674756622317,0.019466632131590958,0.005761668215240712,0.0057643824099910465,0,4,0.9648760479826003,0.00011185999081871564,0.000298381280177873,0.0016261806829020128,0.3486360410160559,0.10913137868004395,0.017673028451270615,12.833883367854941,3,0.0,none,ok,180.09735694155097,True,0.00011368475678948751,0.0003160433338353229,0.0016261786757554304,0.0016494879512497544,6.290064454078674,fixed_probe,0.14774926755492962,p107_37034_1_000020,validation_rejected,1.1829894110560417,0.008657656998926282
False,0.00011899957302929042,72.86257605627179,0.08707037820068211,100.94097865745425,p107_37034_1_000020_step0000,False,False,True,False,False,solver_rejected,108.01058688294142,0.047024662199750836,149.64593154659644,156.89045778760206,295.77208405627954,61.584158358308656,61.584158358308656,0.9684881911865623,True,0.009492089533087429,0.9955851435661316,1.1019802797904734,0.9485604813663807,20.171553329550697,0,4,0.9648760479826003,0.00011185999081871564,0.000298381280177873,0.0016261806829020128,0.3486360410160559,0.10913137868004395,0.017673028451270615,12.833883367854941,3,0.0,none,ok,180.09735694155097,False,0.00011368475678948751,0.0003160433338353229,0.0016261786757554304,0.0016494879512497544,6.290064454078674,adaptive_edge,0.23085823055457746,p107_37034_1_000020,validation_rejected,1.2576523423194885,72682541296051.4
False,0.00012474480696511095,72.70172713324428,0.05498281675674715,100.87443469464779,p107_37034_1_000020_step0010,False,False,True,True,True,ok,53.533966578077525,1.0006735871860057,0.0012042073476191436,0.0011647291897967315,9.29742308659655e-05,0.00013052646507603124,0.00013052646507603124,0.0001599629005006392,True,0.0015070318791951965,1.013951859400526,0.019739021455523167,0.01327827221452016,0.01326933416106244,10,4,0.996571353005502,0.00011924080723348015,0.0003198187170967475,0.0013185979480489437,0.22721527573023476,0.07060448545770355,0.016484987674731815,31.00977457614285,3,55.50056432094425,none,ok,179.65812214836478,True,0.0001192323718760749,0.00031658785670313845,0.0013185979480489437,0.0013075729559721089,6.077504333108664,fixed_probe,0.14774926755492962,p107_37034_1_000020,validation_rejected,1.1712826304137707,0.009224828762674765
False,0.00012474480696511095,72.70172713324428,0.05498281675674715,100.87443469464779,p107_37034_1_000020_step0010,False,False,True,True,True,ok,56.09492388693616,1.00077172058226,0.001207380705560269,0.0011688635089642982,9.071537676177847e-05,0.00013422912761881523,0.00013422912761881523,0.00016505357433147422,True,0.007112382409766208,1.0166208688169718,0.021507117084243806,0.01584914823471184,0.015836926552531515,10,4,0.996571353005502,0.00011924080723348015,0.0003198187170967475,0.0013185979480489437,0.22721527573023476,0.07060448545770355,0.016484987674731815,31.00977457614285,3,55.50056432094425,none,ok,179.65812214836478,True,0.0001192323718760749,0.00031658785670313845,0.0013185979480489437,0.0013075729559721089,6.077504333108664,adaptive_edge,0.16705310427665218,p107_37034_1_000020,validation_rejected,1.1884988024830818,0.010951431791548394
True,0.0001653379601540119,73.40600381791592,0.04130092597777014,100.5553814098239,p107_37034_1_000020_step0025,True,True,True,True,True,ok,8.112113607116044,1.0696355241152464,0.0006139041647213739,0.00022024888254334706,0.0006038238009188487,6.957621958994863e-05,6.957621958994863e-05,5.94691612420834e-05,True,0.0007274220121360703,1.0746784197154176,0.020977440942736614,0.005042895600171127,0.004714592481716966,25,4,1.0605681853887239,0.0001982220439426125,0.0006984449520602392,0.001473703372771537,0.10428753994393643,0.02654489326901732,0.025788918130921216,74.04741944150942,3,139.37732414808124,none,ok,179.95561935007572,True,0.00019599920548988951,0.0007137919084939481,0.0014737079869631493,0.0015083146582273678,5.990105975419283,fixed_probe,0.14774926755492962,p107_37034_1_000020,accepted,1.1505487151443958,0.010770312152642052
True,0.0001653379601540119,73.40600381791592,0.04130092597777014,100.5553814098239,p107_37034_1_000020_step0025,True,True,True,True,True,ok,8.83746070601046,1.0690278092415522,0.001084025143047478,0.00032765494863804483,0.0011569263652587702,8.269981640817335e-05,8.269981640817335e-05,6.977793390036335e-05,True,0.0054463040663430265,1.053902506828308,0.028836050804939835,0.015125302413244057,0.014148651964419029,25,4,1.0605681853887239,0.0001982220439426125,0.0006984449520602392,0.001473703372771537,0.10428753994393643,0.02654489326901732,0.025788918130921216,74.04741944150942,3,139.37732414808124,none,ok,179.95561935007572,True,0.00019599920548988951,0.0007137919084939481,0.0014737079869631493,0.0015083146582273678,5.990105975419283,adaptive_edge,0.22910343232803812,p107_37034_1_000020,accepted,1.1473502218723297,0.020336247279653427
True,5.9424001389094717e-05,67.80723605677485,0.07961341854415377,103.20564844831824,p107_37034_1_000020_step0050,True,True,True,True,True,ok,7.512629345059395,1.1102789885030624,0.00030626859223117556,1.451512595511534e-05,0.00033020552130349,4.8538297911883966e-05,4.8538297911883966e-05,4.386553147284307e-05,True,0.0003716879035012193,1.1167894687974185,0.018310362575360818,0.00651048029435608,0.005863823743196166,50,4,1.0882833771297649,6.845521297759958e-05,0.00021575580524700662,0.0009298298242517791,0.06870343887565208,0.007421003981872889,0.02240087332227299,85.12802456672414,3,275.4564138581045,none,ok,181.8410882614553,True,6.841164579426836e-05,0.00022035105989211794,0.0009298312868753391,0.0009283169618184557,10.822902642190456,fixed_probe,0.14774926755492962,p107_37034_1_000020,accepted,1.1263166579883546,0.00810089733016535
True,5.9424001389094717e-05,67.80723605677485,0.07961341854415377,103.20564844831824,p107_37034_1_000020_step0050,True,True,True,True,True,ok,7.493508992018178,1.111930832456919,0.0008498372573643867,3.896584952411923e-05,0.0009174955780624897,5.988056956145132e-05,5.988056956145132e-05,5.877818247376677e-05,True,0.0023754335797333843,1.1222859621047974,0.03049578675150306,0.010355129647878325,0.009312746211918292,50,4,1.0882833771297649,6.845521297759958e-05,0.00021575580524700662,0.0009298298242517791,0.06870343887565208,0.007421003981872889,0.02240087332227299,85.12802456672414,3,275.4564138581045,none,ok,181.8410882614553,True,6.841164579426836e-05,0.00022035105989211794,0.0009298312868753391,0.0009283169618184557,10.822902642190456,adaptive_edge,0.34945765669896467,p107_37034_1_000020,accepted,1.125691699096933,0.022474025766012356
True,3.572792311401913e-05,71.53982317820191,0.11729655536770595,98.66867973655462,p107_37034_1_000020_step0075,True,True,True,True,True,ok,6.599433707073331,1.130540172072423,0.0002918845043051349,7.697213383980366e-06,0.00030070985774541487,4.526494378077388e-05,4.526494378077388e-05,3.41584957601641e-05,True,0.0003578761699614514,1.1319164917702274,0.018147539836935064,0.0013763196978042735,0.0012174000816630032,75,4,1.0980488075124146,3.796342261260434e-05,0.00012092580822603895,0.0007258512410474616,0.061502526073971914,0.005897805746286924,0.01982990838079778,86.72417351049225,3,412.9172835040372,none,ok,177.05629870295525,True,3.813986880109413e-05,0.00012053468769137892,0.0007258487428415098,0.0007314734410437871,6.841313648968935,fixed_probe,0.14774926755492962,p107_37034_1_000020,accepted,1.1664843522012234,0.008056525564183542
True,3.572792311401913e-05,71.53982317820191,0.11729655536770595,98.66867973655462,p107_37034_1_000020_step0075,True,True,True,True,True,ok,7.967318389099091,1.1314790246896105,0.0006865765041927364,1.3387959757863843e-05,0.0007124154450195356,5.192157385515981e-05,5.192157385515981e-05,4.34314419974727e-05,True,0.002076927365213947,1.1410745978355408,0.027910549889693034,0.009595573145930292,0.008480557691789795,75,4,1.0980488075124146,3.796342261260434e-05,0.00012092580822603895,0.0007258512410474616,0.061502526073971914,0.005897805746286924,0.01982990838079778,86.72417351049225,3,412.9172835040372,none,ok,177.05629870295525,True,3.813986880109413e-05,0.00012053468769137892,0.0007258487428415098,0.0007314734410437871,6.841313648968935,adaptive_edge,0.3260497552338223,p107_37034_1_000020,accepted,1.1580327227711678,0.019064060024947167
True,4.025035788829267e-05,71.0162270963192,0.14072230602886104,95.43463491275907,p107_37034_1_000020_step0100,True,True,True,True,True,ok,7.519288269802928,1.1654043312151072,0.00029855773214778193,3.041430304881427e-06,0.00030586938569878363,4.5454337165015195e-05,4.5454337165015195e-05,3.217752263802848e-05,True,0.0006914167222234377,1.1660205755257467,0.018493031632103883,0.0006162443106394466,0.0005287815517185528,100,4,1.123332441157828,3.970843252682294e-05,0.00013108930048371035,0.0008067663786395125,0.057709925385984344,0.004147560507805949,0.018838917596772104,87.67168109268931,3,547.8678183599841,none,ok,173.14739855006337,True,3.976850430087655e-05,0.00012886050217080208,0.0008067635690809227,0.0008109543275781933,6.6919325068593025,fixed_probe,0.14774926755492962,p107_37034_1_000020,accepted,1.1747659221291542,0.008299282344093646
True,4.025035788829267e-05,71.0162270963192,0.14072230602886104,95.43463491275907,p107_37034_1_000020_step0100,True,True,True,True,True,ok,7.2692268448881805,1.1662081909922455,0.0006191100653110659,4.847360626521167e-06,0.0006358326278255066,5.023693928062664e-05,5.023693928062664e-05,3.8941005173717966e-05,True,0.002686882185940434,1.1747375130653381,0.026649475397132864,0.008529322073092649,0.007313721631328658,100,4,1.123332441157828,3.970843252682294e-05,0.00013108930048371035,0.0008067663786395125,0.057709925385984344,0.004147560507805949,0.018838917596772104,87.67168109268931,3,547.8678183599841,none,ok,173.14739855006337,True,3.976850430087655e-05,0.00012886050217080208,0.0008067635690809227,0.0008109543275781933,6.6919325068593025,adaptive_edge,0.29076811674492686,p107_37034_1_000020,accepted,1.1837660372257233,0.017241270425972635
True,3.923802972115709e-05,70.44517394900322,0.1450949116532879,95.16577935218811,p107_37034_1_000020_step0150,True,True,True,True,True,ok,7.38233588100411,1.1407350502259999,0.0002871028052118372,9.292813588086555e-06,0.00028570320860769324,5.19002676792216e-05,5.19002676792216e-05,2.866934664828795e-05,True,0.0006436022619524437,1.1381051593300884,0.018086339778309497,0.0026298908959114797,0.0023054353378468137,150,4,1.0994760638616712,3.6041548046634986e-05,0.00012960166391308585,0.0007927962343584438,0.05595887047509666,0.004454127081671238,0.01820230435348971,87.31852798912382,3,819.8775373860262,none,ok,172.34489634633064,True,3.619259112477817e-05,0.00011997508052711371,0.0007927885720356786,0.0007953368077325474,6.728716611862183,fixed_probe,0.14774926755492962,p107_37034_1_000020,accepted,1.1705271676182747,0.00796232449150234
True,3.923802972115709e-05,70.44517394900322,0.1450949116532879,95.16577935218811,p107_37034_1_000020_step0150,True,True,True,True,True,ok,8.016594374086708,1.1408954662350335,0.0005930187982020736,1.083507405391589e-05,0.0005989518679169355,5.666551220241324e-05,5.666551220241324e-05,3.4713413197033295e-05,True,0.002445976419242821,1.145334392786026,0.026164311435158367,0.004438926550992539,0.0038907390574888,150,4,1.0994760638616712,3.6041548046634986e-05,0.00012960166391308585,0.0007927962343584438,0.05595887047509666,0.004454127081671238,0.01820230435348971,87.31852798912382,3,819.8775373860262,none,ok,172.34489634633064,True,3.619259112477817e-05,0.00011997508052711371,0.0007927885720356786,0.0007953368077325474,6.728716611862183,adaptive_edge,0.2940050231522725,p107_37034_1_000020,accepted,1.149721059948206,0.016671983881760815
True,5.5462228601119844e-05,70.8568940423429,0.25752539468160296,95.02745242789388,p107_37034_1_000020_step0200,True,True,True,True,True,ok,7.8489741939119995,1.2519057587947038,0.0003874688280511216,1.3304730384168914e-05,0.00038727025000748677,4.2149998953640205e-05,4.2149998953640205e-05,2.3574871189466767e-05,True,0.0014773403334901838,1.244072086019883,0.020412308796887886,0.007833672774820721,0.0062573981466166745,200,4,1.1790907398220103,3.8079038825134486e-05,0.00015414608161812174,0.0009389763134179938,0.04845024027869127,0.003866629997195665,0.016159896751818153,84.70878991375443,3,1086.7593733160757,none,ok,172.84773972257972,True,3.8481122321201446e-05,0.00015833491769354143,0.0009389816241201321,0.0009472101513163927,6.959107104688883,fixed_probe,0.14774926755492962,p107_37034_1_000020,accepted,1.1539820730686188,0.010206119144203961
True,5.5462228601119844e-05,70.8568940423429,0.25752539468160296,95.02745242789388,p107_37034_1_000020_step0200,True,True,True,True,True,ok,7.371648046886548,1.25205916463923,0.00044125729469227353,1.511177181297975e-05,0.00044111084121363926,4.2793183832407984e-05,4.2793183832407984e-05,2.4462285835044992e-05,True,0.002187910811170217,1.2446050029248,0.021782096643242887,0.007454161714430141,0.005953521946047967,200,4,1.1790907398220103,3.8079038825134486e-05,0.00015414608161812174,0.0009389763134179938,0.04845024027869127,0.003866629997195665,0.016159896751818153,84.70878991375443,3,1086.7593733160757,none,ok,172.84773972257972,True,3.8481122321201446e-05,0.00015833491769354143,0.0009389816241201321,0.0009472101513163927,6.959107104688883,adaptive_edge,0.16698297908195678,p107_37034_1_000020,accepted,1.1707330457866192,0.011623344798846904
False,0.00018871976076493868,70.52525839954615,0.115973910149586,95.05652890726924,p107_37034_1_000022_step0000,True,False,True,True,True,ok,7.526249923976138,1.686763102091329,0.0006030279108022926,0.00018060157999670972,0.0004708828294633288,0.00010827363635189491,0.00010827363635189491,6.540939787953245e-05,True,0.000628824485088714,1.695426155570984,0.01827763190542276,0.008663053479655014,0.005135904069109734,0,5,1.6284355387860958,0.00015050252231203746,0.00046221460255739045,0.0028284873860391583,0.11402441467080839,0.029843808090123124,0.022237477987503085,72.74219900451304,3,0.0,none,ok,172.66604681313038,True,0.00015618091278725595,0.0004670556230089693,0.0028284563569796347,0.0029694650414824157,7.079760234802961,fixed_probe,0.17258071190843696,p107_37034_1_000022,validation_rejected,1.2479060962796211,0.008926197842028206
False,0.00018871976076493868,70.52525839954615,0.115973910149586,95.05652890726924,p107_37034_1_000022_step0000,True,False,True,True,True,ok,7.537865075049922,1.6901520969274133,0.0008999068640601593,0.00019431000617803327,0.0007854373002899252,0.00011379172476737144,0.00011379172476737144,7.832800971068466e-05,True,0.0030773349677636406,1.7032166719436646,0.02358491736033522,0.013064575016251245,0.007729822091160786,0,5,1.6284355387860958,0.00015050252231203746,0.00046221460255739045,0.0028284873860391583,0.11402441467080839,0.029843808090123124,0.022237477987503085,72.74219900451304,3,0.0,none,ok,172.66604681313038,True,0.00015618091278725595,0.0004670556230089693,0.0028284563569796347,0.0029694650414824157,7.079760234802961,adaptive_edge,0.2696573623569327,p107_37034_1_000022,validation_rejected,1.148558832705021,0.014860221834151576
True,0.00024184271102983566,73.06915810331702,0.31511628384436385,97.47381016239524,p107_37034_1_000022_step0010,True,True,True,True,True,ok,27.51065208297223,1.5600975851817724,0.0007469231133520943,0.00011325129588413203,0.0007733029583623193,8.787053657449676e-05,8.787053657449676e-05,5.116679182654792e-05,True,0.013710169701883093,1.4311366379261017,0.02193328694854663,0.12896094725567075,0.08266210298674687,10,5,1.549867960965652,0.00012911044351523622,0.0006065446351203385,0.0027631617719975562,0.07365562618288157,0.019799973592536834,0.013065320953612467,64.55674263030095,3,101.86354120192118,none,ok,184.82222164422274,True,0.00013095502686351923,0.0005615136861510875,0.002763208890290134,0.002826024470631703,14.274989068508148,fixed_probe,0.17258071190843696,p107_37034_1_000022,accepted,1.132230845047161,0.012877507803573395
True,0.00024184271102983566,73.06915810331702,0.31511628384436385,97.47381016239524,p107_37034_1_000022_step0010,True,True,True,True,True,ok,11.294132085051388,1.544294583367706,0.00037356507633684924,0.00010506089642486641,0.0003892316627152232,8.360661458779703e-05,8.360661458779703e-05,3.791681189589047e-05,True,0.002971416646312218,1.522309655561013,0.01422069574960729,0.021984927806693033,0.014236226717022868,10,5,1.549867960965652,0.00012911044351523622,0.0006065446351203385,0.0027631617719975562,0.07365562618288157,0.019799973592536834,0.013065320953612467,64.55674263030095,3,101.86354120192118,none,ok,184.82222164422274,True,0.00013095502686351923,0.0005615136861510875,0.002763208890290134,0.002826024470631703,14.274989068508148,adaptive_edge,0.08253287030814237,p107_37034_1_000022,accepted,1.1269273129291832,0.005414037139425333
True,0.00024184271102983566,69.53156735375524,0.31511628384436385,98.11870883405209,p107_37034_1_000022_step0025,True,True,True,True,True,ok,25.80179488286376,1.5600975851817724,0.0007469231133520943,0.00011325129588413203,0.0007733029583623193,8.787053657449676e-05,8.787053657449676e-05,5.116679182654792e-05,True,0.013710169701883093,1.4311366379261017,0.02193328694854663,0.12896094725567075,0.08266210298674687,25,5,1.549867960965652,0.00012911044351523622,0.0006065446351203385,0.0027631617719975562,0.07365562618288171,0.019799973592536834,0.013065320953612453,64.55674263030095,3,289.7897755589802,none,ok,178.40274526923895,True,0.00013095502686351923,0.0005615136861510875,0.002763208890290134,0.002826024470631703,10.747742515057325,fixed_probe,0.17258071190843696,p107_37034_1_000022,accepted,1.1629975661635399,0.012877507803573395
True,0.00024184271102983566,69.53156735375524,0.31511628384436385,98.11870883405209,p107_37034_1_000022_step0025,True,True,True,True,True,ok,11.558541618054733,1.544294583367706,0.00037356507633684924,0.00010506089642486641,0.0003892316627152232,8.360661458779703e-05,8.360661458779703e-05,3.791681189589047e-05,True,0.002971416646312218,1.522309655561013,0.01422069574960729,0.021984927806693033,0.014236226717022868,25,5,1.549867960965652,0.00012911044351523622,0.0006065446351203385,0.0027631617719975562,0.07365562618288171,0.019799973592536834,0.013065320953612453,64.55674263030095,3,289.7897755589802,none,ok,178.40274526923895,True,0.00013095502686351923,0.0005615136861510875,0.002763208890290134,0.002826024470631703,10.747742515057325,adaptive_edge,0.08253287030814237,p107_37034_1_000022,accepted,1.2143255360424519,0.005414037139425333
True,0.00024184271102983566,69.91536413878202,0.31511628384436385,98.47239250689745,p107_37034_1_000022_step0050,True,True,True,True,True,ok,24.973195306025445,1.5600975851817724,0.0007469231133520943,0.00011325129588413203,0.0007733029583623193,8.787053657449676e-05,8.787053657449676e-05,5.116679182654792e-05,True,0.013710169701883093,1.4311366379261017,0.02193328694854663,0.12896094725567075,0.08266210298674687,50,5,1.549867960965652,0.00012911044351523622,0.0006065446351203385,0.0027631617719975562,0.07365562618288145,0.019799973592536803,0.013065320953612463,64.55674263030095,3,600.8742062379606,none,ok,178.75208245962858,True,0.00013095502686351923,0.0005615136861510875,0.002763208890290134,0.002826024470631703,10.359742660075426,fixed_probe,0.17258071190843696,p107_37034_1_000022,accepted,1.1730352528393269,0.012877507803573395
True,0.00024184271102983566,69.91536413878202,0.31511628384436385,98.47239250689745,p107_37034_1_000022_step0050,True,True,True,True,True,ok,11.401732014957815,1.544294583367706,0.00037356507633684924,0.00010506089642486641,0.0003892316627152232,8.360661458779703e-05,8.360661458779703e-05,3.791681189589047e-05,True,0.002971416646312218,1.522309655561013,0.01422069574960729,0.021984927806693033,0.014236226717022868,50,5,1.549867960965652,0.00012911044351523622,0.0006065446351203385,0.0027631617719975562,0.07365562618288145,0.019799973592536803,0.013065320953612463,64.55674263030095,3,600.8742062379606,none,ok,178.75208245962858,True,0.00013095502686351923,0.0005615136861510875,0.002763208890290134,0.002826024470631703,10.359742660075426,adaptive_edge,0.08253287030814237,p107_37034_1_000022,accepted,1.1985698901116848,0.005414037139425333
True,0.00022783199836367036,69.26036462932825,0.37345439717231854,98.38579697161913,p107_37034_1_000022_step0075,True,True,True,True,True,ok,15.386850405018777,1.5723332974372994,0.0007391715079787699,9.607775137320285e-05,0.0008127692720202159,7.85832689855017e-05,7.85832689855017e-05,4.914443145456849e-05,True,0.014389872367709914,1.4718757420778275,0.022215855269649032,0.10045755535947198,0.0638907511042378,75,5,1.5787592371871235,0.00011159946699334457,0.0005807937486510983,0.002664359301248114,0.062437815722492955,0.01537621299697395,0.013555560800231112,66.32251938223948,3,857.2332152700983,none,ok,178.843551941216,True,0.00011333037327484226,0.0005360720009663961,0.002664346233985548,0.002732663196220787,11.19230617210269,fixed_probe,0.17258071190843696,p107_37034_1_000022,accepted,1.1469011455774307,0.013199932374277223
True,0.00022783199836367036,69.26036462932825,0.37345439717231854,98.38579697161913,p107_37034_1_000022_step0075,True,True,True,True,True,ok,13.323025213787332,1.553655635083888,0.0003502476542858915,8.047707135123332e-05,0.000405623692575453,7.38822300786652e-05,7.38822300786652e-05,3.9677298847431644e-05,True,0.0038409774585351952,1.52331558516006,0.014346340143168625,0.030340049923827994,0.019528169073444526,75,5,1.5787592371871235,0.00011159946699334457,0.0005807937486510983,0.002664359301248114,0.062437815722492955,0.01537621299697395,0.013555560800231112,66.32251938223948,3,857.2332152700983,none,ok,178.843551941216,True,0.00011333037327484226,0.0005360720009663961,0.002664346233985548,0.002732663196220787,11.19230617210269,adaptive_edge,0.07868712685120707,p107_37034_1_000022,accepted,1.2607982940971851,0.005505518599667822
True,0.00022783199836367036,68.50092079117894,0.37345439717231854,98.36902676895261,p107_37034_1_000022_step0100,True,True,True,True,True,ok,13.975740854861215,1.5723332974372994,0.0007391715079787699,9.607775137320285e-05,0.0008127692720202159,7.85832689855017e-05,7.85832689855017e-05,4.914443145456849e-05,True,0.014389872367709914,1.4718757420778275,0.022215855269649032,0.10045755535947198,0.0638907511042378,100,5,1.5787592371871235,0.00011159946699334457,0.0005807937486510983,0.002664359301248114,0.06243781572249291,0.01537621299697395,0.013555560800231061,66.32251938223948,3,1170.347987161018,none,ok,177.7292275428772,True,0.00011333037327484226,0.0005360720009663961,0.002664346233985548,0.002732663196220787,10.854257971048355,fixed_probe,0.17258071190843696,p107_37034_1_000022,accepted,1.1786824204027653,0.013199932374277223
True,0.00022783199836367036,68.50092079117894,0.37345439717231854,98.36902676895261,p107_37034_1_000022_step0100,True,True,True,True,True,ok,11.993349977070466,1.553655635083888,0.0003502476542858915,8.047707135123332e-05,0.000405623692575453,7.38822300786652e-05,7.38822300786652e-05,3.9677298847431644e-05,True,0.0038409774585351952,1.52331558516006,0.014346340143168625,0.030340049923827994,0.019528169073444526,100,5,1.5787592371871235,0.00011159946699334457,0.0005807937486510983,0.002664359301248114,0.06243781572249291,0.01537621299697395,0.013555560800231061,66.32251938223948,3,1170.347987161018,none,ok,177.7292275428772,True,0.00011333037327484226,0.0005360720009663961,0.002664346233985548,0.002732663196220787,10.854257971048355,adaptive_edge,0.07868712685120707,p107_37034_1_000022,accepted,1.2111360654234886,0.005505518599667822
True,0.00022783199836367036,69.72708031535149,0.37345439717231854,97.8219931088388,p107_37034_1_000022_step0150,True,True,True,True,True,ok,15.453925570938736,1.5723332974372994,0.0007391715079787699,9.607775137320285e-05,0.0008127692720202159,7.85832689855017e-05,7.85832689855017e-05,4.914443145456849e-05,True,0.014389872367709914,1.4718757420778275,0.022215855269649032,0.10045755535947198,0.0638907511042378,150,5,1.5787592371871235,0.00011159946699334457,0.0005807937486510983,0.002664359301248114,0.062437815722492726,0.015376212996973957,0.013555560800231124,66.32251938223946,3,1797.1290744519792,none,ok,178.2268576361239,True,0.00011333037327484226,0.0005360720009663961,0.002664346233985548,0.002732663196220787,10.67320816591382,fixed_probe,0.17258071190843696,p107_37034_1_000022,accepted,1.1597559861838818,0.013199932374277223
True,0.00022783199836367036,69.72708031535149,0.37345439717231854,97.8219931088388,p107_37034_1_000022_step0150,True,True,True,True,True,ok,13.099921455839649,1.553655635083888,0.0003502476542858915,8.047707135123332e-05,0.000405623692575453,7.38822300786652e-05,7.38822300786652e-05,3.9677298847431644e-05,True,0.0038409774585351952,1.52331558516006,0.014346340143168625,0.030340049923827994,0.019528169073444526,150,5,1.5787592371871235,0.00011159946699334457,0.0005807937486510983,0.002664359301248114,0.062437815722492726,0.015376212996973957,0.013555560800231124,66.32251938223946,3,1797.1290744519792,none,ok,178.2268576361239,True,0.00011333037327484226,0.0005360720009663961,0.002664346233985548,0.002732663196220787,10.67320816591382,adaptive_edge,0.07868712685120707,p107_37034_1_000022,accepted,1.1465137116611004,0.005505518599667822
