case,iteration,current_score,running_best
0,55,77.937706597796,78.23443107512377
0,56,77.9502839740545,78.23443107512377
0,57,77.95682570288027,78.23443107512377
0,58,77.88558425665529,78.23443107512377
0,59,77.87002610326847,78.23443107512377
0,60,77.81545558843442,78.23443107512377
0,61,77.79811390634744,78.23443107512377
0,62,77.67328751867765,78.23443107512377
0,63,77.73535357310355,78.23443107512377
0,64,77.75143360829006,78.23443107512377
0,65,77.89066444490835,78.23443107512377
0,66,77.84007983760493,78.23443107512377
0,67,77.97161791457015,78.23443107512377
0,68,78.09418628179505,78.23443107512377
0,69,78.12912086162798,78.23443107512377
0,70,78.1902756761534,78.23443107512377
0,71,78.21166900858272,78.23443107512377
0,72,78.30620894903711,78.30620894903711
0,73,78.36768612366664,78.36768612366664
0,74,78.47204825407732,78.47204825407732
0,75,78.49552340924764,78.49552340924764
0,76,78.57559017105507,78.57559017105507
0,77,78.6701095704313,78.6701095704313
0,78,78.80230596192736,78.80230596192736
0,79,78.85787783650768,78.85787783650768
0,80,78.94339865494267,78.94339865494267
0,81,78.97259230071293,78.97259230071293
0,82,78.96564432058418,78.97259230071293
0,83,79.0382682520464,79.0382682520464
0,84,78.96919448822263,79.0382682520464
0,85,79.09652236102917,79.09652236102917
0,86,79.01503277911718,79.09652236102917
0,87,78.85783546829634,79.09652236102917
0,88,78.91682109599691,79.09652236102917
0,89,78.82935615483092,79.09652236102917
0,90,78.82209028128946,79.09652236102917
0,91,78.92088681587131,79.09652236102917
0,92,78.89283418573102,79.09652236102917
0,93,78.91169991381744,79.09652236102917
0,94,78.84469921680478,79.09652236102917
0,95,78.9319925657638,79.09652236102917
0,96,78.74963556076807,79.09652236102917
0,97,78.69045698904034,79.09652236102917
0,98,78.53071126399496,79.09652236102917
0,99,78.43789137740625,79.09652236102917
0,100,78.26612995522873,79.09652236102917
0,101,77.9723332799405,79.09652236102917
0,102,78.06790780669417,79.09652236102917
0,103,78.17374572226251,79.09652236102917
0,104,78.18307889576369,79.09652236102917
0,105,78.40832440140338,79.09652236102917
0,106,78.46272802885561,79.09652236102917
0,107,78.40792590992265,79.09652236102917
0,108,78.42523158378324,79.09652236102917
0,109,78.44016151868783,79.09652236102917
0,110,78.31891014190936,79.09652236102917
0,111,78.24281531470162,79.09652236102917
0,112,78.24635561804376,79.09652236102917
0,113,78.1210222607685,79.09652236102917
0,114,78.07146681977088,79.09652236102917
0,115,78.0535363625504,79.09652236102917
0,116,78.1485562814208,79.09652236102917
0,117,78.06859461009331,79.09652236102917
0,118,77.97444977232193,79.09652236102917
0,119,78.11921753017961,79.09652236102917
0,120,78.1263488915403,79.09652236102917
0,121,78.03842118764166,79.09652236102917
0,122,78.10950158474311,79.09652236102917
0,123,78.13313824540477,79.09652236102917
0,124,78.39524302985738,79.09652236102917
0,125,78.52731873877626,79.09652236102917
0,126,78.45004749138693,79.09652236102917
0,127,78.51099032466041,79.09652236102917
0,128,78.60229304217876,79.09652236102917
0,129,78.60356052816778,79.09652236102917
0,130,78.53203790689616,79.09652236102917
0,131,78.52147914249316,79.09652236102917
0,132,78.45874465711444,79.09652236102917
0,133,78.54186270965675,79.09652236102917
0,134,78.49279245287892,79.09652236102917
0,135,78.43211580329358,79.09652236102917
0,136,78.45222138133012,79.09652236102917
0,137,78.46186009363171,79.09652236102917
0,138,78.58264383236143,79.09652236102917
0,139,78.48832435047,79.09652236102917
0,140,78.52893724270777,79.09652236102917
0,141,78.55255969865098,79.09652236102917
0,142,78.60154757753736,79.09652236102917
0,143,78.67148685762766,79.09652236102917
0,144,78.59128542380435,79.09652236102917
0,145,78.51403718867799,79.09652236102917
0,146,78.37679072783445,79.09652236102917
0,147,78.32164911086406,79.09652236102917
0,148,78.14662621183524,79.09652236102917
0,149,78.26152878861257,79.09652236102917
0,150,78.12801642813926,79.09652236102917
0,151,78.17260472025012,79.09652236102917
0,152,78.14733018022227,79.09652236102917
0,153,78.09783726708945,79.09652236102917
0,154,78.0193884792325,79.09652236102917
0,155,77.97982195546253,79.09652236102917
0,156,77.93926550669636,79.09652236102917
0,157,77.94147947252445,79.09652236102917
0,158,77.85756846926873,79.09652236102917
0,159,77.78054336639715,79.09652236102917
0,160,77.67502342367243,79.09652236102917
0,161,77.53409766664176,79.09652236102917
0,162,77.53312178195068,79.09652236102917
0,163,77.39507249401044,79.09652236102917
0,164,77.34827569955394,79.09652236102917
0,165,77.53344748264036,79.09652236102917
0,166,77.58753050480905,79.09652236102917
0,167,77.65231173343219,79.09652236102917
0,168,77.59311233874423,79.09652236102917
0,169,77.52867054506565,79.09652236102917
0,170,77.4736171876047,79.09652236102917
0,171,77.29694417480115,79.09652236102917
0,172,77.50778986298836,79.09652236102917
0,173,77.38381378357948,79.09652236102917
0,174,77.40059338092365,79.09652236102917
0,175,77.42387904720175,79.09652236102917
0,176,77.54706606340126,79.09652236102917
0,177,77.5520693825126,79.09652236102917
0,178,77.54857619303817,79.09652236102917
0,179,77.58137425412167,79.09652236102917
0,180,77.76087578205637,79.09652236102917
0,181,77.80543963577391,79.09652236102917
0,182,77.67246014360558,79.09652236102917
0,183,77.88330287783974,79.09652236102917
0,184,77.90178885429832,79.09652236102917
0,185,77.97325388250285,79.09652236102917
0,186,77.99344602410001,79.09652236102917
0,187,77.95687452218344,79.09652236102917
0,188,77.92612416368273,79.09652236102917
0,189,77.79069952605144,79.09652236102917
0,190,77.88144584030536,79.09652236102917
0,191,77.86150821139574,79.09652236102917
0,192,77.8547013346023,79.09652236102917
0,193,77.8632997175905,79.09652236102917
0,194,77.8137065052915,79.09652236102917
0,195,77.8637574567084,79.09652236102917
0,196,77.76849136096098,79.09652236102917
0,197,77.85560253743833,79.09652236102917
0,198,77.77722041969211,79.09652236102917
0,199,77.6568258576683,79.09652236102917
0,200,77.64956500319883,79.09652236102917
2,0,76.2480251105974,76.2480251105974
2,1,76.16848261206982,76.2480251105974
2,2,76.23432484390796,76.2480251105974
2,3,76.31675499776362,76.31675499776362
2,4,76.43182361323305,76.43182361323305
2,5,76.5169948682152,76.5169948682152
2,6,76.63273055925355,76.63273055925355
2,7,76.73693657462833,76.73693657462833
2,8,76.79563108084437,76.79563108084437
2,9,76.80261003249761,76.80261003249761
2,10,76.63780318773802,76.80261003249761
2,11,76.78857137214918,76.80261003249761
2,12,76.55786761274977,76.80261003249761
2,13,76.80568440462827,76.80568440462827
2,14,76.79205540610515,76.80568440462827
2,15,76.6323417198074,76.80568440462827
2,16,76.74366938789827,76.80568440462827
2,17,76.7232276812592,76.80568440462827
2,18,76.63474496125495,76.80568440462827
2,19,76.65199321141728,76.80568440462827
2,20,76.62009961409035,76.80568440462827
2,21,76.59095474326811,76.80568440462827
2,22,76.64416831352236,76.80568440462827
2,23,76.7391770582327,76.80568440462827
2,24,76.6726423732056,76.80568440462827
2,25,76.7277503763967,76.80568440462827
2,26,76.68785917099818,76.80568440462827
2,27,76.74394183073977,76.80568440462827
2,28,76.82393489961508,76.82393489961508
2,29,76.77983379175322,76.82393489961508
2,30,77.00169966904271,77.00169966904271
2,31,77.04227951009183,77.04227951009183
2,32,77.00167840496886,77.04227951009183
2,33,76.95620872748708,77.04227951009183
2,34,77.03027686827527,77.04227951009183
2,35,76.96177559300011,77.04227951009183
2,36,77.09586484464614,77.09586484464614
2,37,77.11489909086009,77.11489909086009
2,38,77.10700526109815,77.11489909086009
2,39,77.13967265764937,77.13967265764937
2,40,77.09982857821342,77.13967265764937
2,41,77.29736864099083,77.29736864099083
2,42,77.25185325273267,77.29736864099083
2,43,77.34347326191325,77.34347326191325
2,44,77.12455488037844,77.34347326191325
2,45,77.22951642101204,77.34347326191325
2,46,77.26950012235429,77.34347326191325
2,47,77.16522053608233,77.34347326191325
2,48,77.0797811164062,77.34347326191325
2,49,77.03152958269628,77.34347326191325
2,50,77.11568428992186,77.34347326191325
2,51,77.09522816451644,77.34347326191325
2,52,77.13347885247941,77.34347326191325
2,53,77.07542627414433,77.34347326191325
2,54,77.09569973552158,77.34347326191325
2,55,76.92364868284871,77.34347326191325
2,56,76.87244766375875,77.34347326191325
2,57,76.74762447670825,77.34347326191325
2,58,76.57436102260309,77.34347326191325
2,59,76.40245676567855,77.34347326191325
2,60,76.20019656844173,77.34347326191325
2,61,76.15568342103033,77.34347326191325
2,62,76.10738674925912,77.34347326191325
2,63,76.0685160457399,77.34347326191325
2,64,76.03820992829704,77.34347326191325
2,65,76.11282400117986,77.34347326191325
2,66,76.17343930532681,77.34347326191325
2,67,76.39976707521137,77.34347326191325
2,68,76.56865262052023,77.34347326191325
2,69,76.61021443141495,77.34347326191325
2,70,76.79608122650293,77.34347326191325
2,71,76.900737395824,77.34347326191325
2,72,77.14673786194822,77.34347326191325
2,73,77.22017797435049,77.34347326191325
2,74,77.397467440014,77.397467440014
2,75,77.51333768502617,77.51333768502617
2,76,77.53417335355876,77.53417335355876
2,77,77.51816854022502,77.53417335355876
2,78,77.34274413595142,77.53417335355876
2,79,77.273682232869,77.53417335355876
2,80,77.20085134603842,77.53417335355876
2,81,77.05433070495879,77.53417335355876
2,82,76.92963099664641,77.53417335355876
2,83,76.85558463702657,77.53417335355876
2,84,76.77687179748312,77.53417335355876
2,85,76.83453076218161,77.53417335355876
2,86,76.84189785145418,77.53417335355876
2,87,76.86673284142394,77.53417335355876
2,88,76.94989389482012,77.53417335355876
2,89,76.95129309325232,77.53417335355876
2,90,77.02202566446374,77.53417335355876
2,91,77.11438366286359,77.53417335355876
2,92,77.31085443291585,77.53417335355876
2,93,77.48754460352711,77.53417335355876
2,94,77.6595469495576,77.6595469495576
2,95,77.63868377817843,77.6595469495576
2,96,77.67933403460125,77.67933403460125
2,97,77.78233318562525,77.78233318562525
2,98,77.88061776204441,77.88061776204441
2,99,78.0304254358072,78.0304254358072
2,100,78.18173867879761,78.18173867879761
2,101,78.27930164660268,78.27930164660268
2,102,78.3152488335158,78.3152488335158
2,103,78.34617696662553,78.34617696662553
2,104,78.379868351833,78.379868351833
2,105,78.38435157335017,78.38435157335017
2,106,78.43429072318068,78.43429072318068
2,107,78.44119165439567,78.44119165439567
2,108,78.5089213020073,78.5089213020073
2,109,78.4655044036069,78.5089213020073
2,110,78.4020120271584,78.5089213020073
2,111,78.3106365616322,78.5089213020073
2,112,78.25772780316215,78.5089213020073
2,113,78.19623376151796,78.5089213020073
2,114,78.13118845835389,78.5089213020073
2,115,78.046424994961,78.5089213020073
2,116,77.96064437902433,78.5089213020073
2,117,77.83172225821197,78.5089213020073
2,118,77.76198347118189,78.5089213020073
2,119,77.65335359043512,78.5089213020073
2,120,77.57838903160591,78.5089213020073
2,121,77.60305765838673,78.5089213020073
2,122,77.69270159420351,78.5089213020073
2,123,77.68230357058722,78.5089213020073
2,124,77.6929271545662,78.5089213020073
2,125,77.6914777433178,78.5089213020073
2,126,77.64601198924852,78.5089213020073
2,127,77.64526072096939,78.5089213020073
2,128,77.64181016604391,78.5089213020073
2,129,77.67385315155579,78.5089213020073
2,130,77.62169368230718,78.5089213020073
2,131,77.59619029209232,78.5089213020073
2,132,77.64608068954007,78.5089213020073
2,133,77.68318957135358,78.5089213020073
2,134,77.79952116492693,78.5089213020073
2,135,77.77784744828982,78.5089213020073
2,136,77.61325910901321,78.5089213020073
2,137,77.59588759273333,78.5089213020073
2,138,77.54320860058026,78.5089213020073
2,139,77.50127427279656,78.5089213020073
2,140,77.61121130283009,78.5089213020073
2,141,77.6898026274971,78.5089213020073
2,142,77.774236172257,78.5089213020073
2,143,77.8305666189451,78.5089213020073
2,144,77.8774774827527,78.5089213020073
2,145,78.02617025323694,78.5089213020073
2,146,78.09153494594496,78.5089213020073
2,147,78.19247155749488,78.5089213020073
2,148,78.26916983165462,78.5089213020073
2,149,78.3632211120375,78.5089213020073
2,150,78.47787795304671,78.5089213020073
2,151,78.47581805267893,78.5089213020073
2,152,78.44198719853107,78.5089213020073
2,153,78.41286449928522,78.5089213020073
2,154,78.28447882914942,78.5089213020073
2,155,78.2779170329278,78.5089213020073
2,156,78.22071892796373,78.5089213020073
2,157,78.15887793260173,78.5089213020073
2,158,78.1788365331961,78.5089213020073
2,159,78.18369908648573,78.5089213020073
2,160,78.13050688227425,78.5089213020073
2,161,78.16704535044401,78.5089213020073
2,162,78.09403953813035,78.5089213020073
2,163,77.9231068991938,78.5089213020073
2,164,77.71660303653654,78.5089213020073
2,165,77.74725028286778,78.5089213020073
2,166,77.70772910935915,78.5089213020073
2,167,77.67795076318257,78.5089213020073
2,168,77.66955202551041,78.5089213020073
2,169,77.64379881357617,78.5089213020073
2,170,77.64250818762048,78.5089213020073
2,171,77.59163623347936,78.5089213020073
2,172,77.59631458144386,78.5089213020073
2,173,77.49116986790207,78.5089213020073
2,174,77.45942837918194,78.5089213020073
2,175,77.2513967724876,78.5089213020073
2,176,77.09573772696265,78.5089213020073
2,177,77.2032336086313,78.5089213020073
2,178,77.23907293076665,78.5089213020073
2,179,77.22779327709037,78.5089213020073
2,180,77.28021991948404,78.5089213020073
2,181,77.39634830387264,78.5089213020073
2,182,77.36370032595802,78.5089213020073
2,183,77.38019118764545,78.5089213020073
2,184,77.29383332631527,78.5089213020073
2,185,77.24590826426218,78.5089213020073
2,186,77.10542884105091,78.5089213020073
2,187,77.07664465977236,78.5089213020073
2,188,76.9919336983408,78.5089213020073
2,189,76.94678778648148,78.5089213020073
2,190,76.83242211064105,78.5089213020073
2,191,76.82701382047671,78.5089213020073
2,192,76.93365199645496,78.5089213020073
2,193,76.82310722252366,78.5089213020073
2,194,76.7164073873595,78.5089213020073
2,195,76.62948407624911,78.5089213020073
2,196,76.47310479697244,78.5089213020073
2,197,76.7744216888756,78.5089213020073
2,198,76.72056411121588,78.5089213020073
2,199,76.80194871758012,78.5089213020073
2,200,76.73376103998872,78.5089213020073
4,0,76.10912062950156,76.10912062950156
4,1,76.0439755772985,76.10912062950156
4,2,75.82322539865581,76.10912062950156
4,3,75.74984723241059,76.10912062950156
4,4,75.90893375249836,76.10912062950156
4,5,76.00709452590077,76.10912062950156
4,6,75.95983107293756,76.10912062950156
4,7,76.00990362119015,76.10912062950156
4,8,75.98099708745109,76.10912062950156
4,9,75.92704529999247,76.10912062950156
4,10,75.85398959649082,76.10912062950156
4,11,75.8987294385488,76.10912062950156
4,12,76.03747993782265,76.10912062950156
4,13,75.97389647196032,76.10912062950156
4,14,76.04035671594572,76.10912062950156
4,15,76.08847201063377,76.10912062950156
4,16,76.18009808093606,76.18009808093606
4,17,76.12105359740299,76.18009808093606
4,18,76.21493843069904,76.21493843069904
4,19,76.18306217550328,76.21493843069904
4,20,76.19399257791687,76.21493843069904
4,21,76.34110930033188,76.34110930033188
4,22,76.1208784934862,76.34110930033188
4,23,76.32966737051903,76.34110930033188
4,24,76.43900457432045,76.43900457432045
4,25,76.38234040975384,76.43900457432045
4,26,76.3848648204384,76.43900457432045
4,27,76.32516804502376,76.43900457432045
4,28,76.29659382072018,76.43900457432045
4,29,76.27001631477424,76.43900457432045
4,30,76.22384034661329,76.43900457432045
4,31,76.23995772571175,76.43900457432045
4,32,76.35132289635266,76.43900457432045
4,33,76.4003058452241,76.43900457432045
4,34,76.50437683304587,76.50437683304587
4,35,76.48716489502638,76.50437683304587
4,36,76.55725191175932,76.55725191175932
4,37,76.61443276922898,76.61443276922898
4,38,76.59404816904593,76.61443276922898
4,39,76.48771077041563,76.61443276922898
4,40,76.59421378320033,76.61443276922898
4,41,76.47776467865162,76.61443276922898
4,42,76.53177869536823,76.61443276922898
4,43,76.4708449212326,76.61443276922898
4,44,76.4488815273945,76.61443276922898
4,45,76.46281074332624,76.61443276922898
4,46,76.41201886123389,76.61443276922898
4,47,76.57122791228399,76.61443276922898
4,48,76.56906046771965,76.61443276922898
4,49,76.47215115601136,76.61443276922898
4,50,76.50154561503348,76.61443276922898
4,51,76.55939782198062,76.61443276922898
4,52,76.59315565877566,76.61443276922898
4,53,76.57823752871275,76.61443276922898
4,54,76.56043675084469,76.61443276922898
4,55,76.62272857532105,76.62272857532105
4,56,76.6393542755224,76.6393542755224
4,57,76.47357711751253,76.6393542755224
4,58,76.53788848915103,76.6393542755224
4,59,76.46078067333107,76.6393542755224
4,60,76.4239510835814,76.6393542755224
4,61,76.29487690362535,76.6393542755224
4,62,76.45391241705292,76.6393542755224
4,63,76.39531546891916,76.6393542755224
4,64,76.36401303232499,76.6393542755224
4,65,76.40087066220927,76.6393542755224
4,66,76.43024688627543,76.6393542755224
4,67,76.44421474980747,76.6393542755224
4,68,76.34455211798841,76.6393542755224
4,69,76.35024927860523,76.6393542755224
4,70,76.32780921625809,76.6393542755224
4,71,76.36370029285928,76.6393542755224
4,72,76.37040862504665,76.6393542755224
4,73,76.44921028214422,76.6393542755224
4,74,76.4983185543702,76.6393542755224
4,75,76.47829347402872,76.6393542755224
4,76,76.5363964386598,76.6393542755224
4,77,76.57302596131483,76.6393542755224
4,78,76.51901645921913,76.6393542755224
4,79,76.49711495951279,76.6393542755224
4,80,76.54234538662351,76.6393542755224
4,81,76.58179269532184,76.6393542755224
4,82,76.48779725989031,76.6393542755224
4,83,76.57272337607425,76.6393542755224
4,84,76.53174990331138,76.6393542755224
4,85,76.5460311626926,76.6393542755224
4,86,76.58580659334962,76.6393542755224
4,87,76.48709569304452,76.6393542755224
4,88,76.44339643665045,76.6393542755224
4,89,76.43101907154056,76.6393542755224
4,90,76.3712969551492,76.6393542755224
4,91,76.44490111026543,76.6393542755224
4,92,76.49180798307779,76.6393542755224
4,93,76.44292662284049,76.6393542755224
4,94,76.53380824218794,76.6393542755224
4,95,76.54190223143556,76.6393542755224
4,96,76.5344889633134,76.6393542755224
4,97,76.52906386776822,76.6393542755224
4,98,76.45103451418646,76.6393542755224
4,99,76.58501532419957,76.6393542755224
4,100,76.49913224309117,76.6393542755224
4,101,76.54214451363627,76.6393542755224
4,102,76.41742597794456,76.6393542755224
4,103,76.30868093458608,76.6393542755224
4,104,76.31919828126215,76.6393542755224
4,105,76.2927826526983,76.6393542755224
4,106,76.23968485875537,76.6393542755224
4,107,76.16646591657234,76.6393542755224
4,108,76.24773855933984,76.6393542755224
4,109,76.30808649010615,76.6393542755224
4,110,76.49750162930887,76.6393542755224
4,111,76.51778525167762,76.6393542755224
4,112,76.62522535538254,76.6393542755224
4,113,76.68217634945623,76.68217634945623
4,114,76.76259243810387,76.76259243810387
4,115,76.93496223524762,76.93496223524762
4,116,77.01123748492515,77.01123748492515
4,117,77.05676741991395,77.05676741991395
4,118,76.9753438644305,77.05676741991395
4,119,76.94683989214603,77.05676741991395
4,120,77.02901387666678,77.05676741991395
4,121,77.11762186454172,77.11762186454172
4,122,77.09049905125661,77.11762186454172
4,123,77.1444088416411,77.1444088416411
4,124,77.07617784465107,77.1444088416411
4,125,77.0294793183289,77.1444088416411
4,126,77.03540494356872,77.1444088416411
4,127,76.90133325736926,77.1444088416411
4,128,76.90796998081468,77.1444088416411
4,129,76.84936589215401,77.1444088416411
4,130,76.9035972011619,77.1444088416411
4,131,76.99738018515008,77.1444088416411
4,132,76.96169856629169,77.1444088416411
4,133,77.00017639700934,77.1444088416411
4,134,76.98055170063061,77.1444088416411
4,135,76.95667716239885,77.1444088416411
4,136,76.90196769389233,77.1444088416411
4,137,76.80539030802686,77.1444088416411
4,138,76.88324201003068,77.1444088416411
4,139,77.04188576727645,77.1444088416411
4,140,77.19793234030425,77.19793234030425
4,141,77.19494214694043,77.19793234030425
4,142,77.27015458961002,77.27015458961002
4,143,77.38702783239715,77.38702783239715
4,144,77.43481942118224,77.43481942118224
4,145,77.50723845769608,77.50723845769608
4,146,77.49650214500444,77.50723845769608
4,147,77.52148425042543,77.52148425042543
4,148,77.44538150870547,77.52148425042543
4,149,77.45590044921218,77.52148425042543
4,150,77.40385175685728,77.52148425042543
4,151,77.2319762597299,77.52148425042543
4,152,77.21249872599151,77.52148425042543
4,153,77.33087410305657,77.52148425042543
4,154,77.37871572390077,77.52148425042543
4,155,77.4430346339317,77.52148425042543
4,156,77.39165021926726,77.52148425042543
4,157,77.35311444970736,77.52148425042543
4,158,77.24405093761871,77.52148425042543
4,159,77.21241553637678,77.52148425042543
4,160,77.16521008071574,77.52148425042543
4,161,77.00045167124019,77.52148425042543
4,162,76.91716628624314,77.52148425042543
4,163,77.04945237745537,77.52148425042543
4,164,77.06854462411383,77.52148425042543
4,165,77.0306326384281,77.52148425042543
4,166,77.07363097290951,77.52148425042543
4,167,77.0467311654589,77.52148425042543
4,168,76.98592955685224,77.52148425042543
4,169,77.04719975701587,77.52148425042543
4,170,77.02869572042474,77.52148425042543
4,171,77.03113705153692,77.52148425042543
4,172,77.05343600337288,77.52148425042543
4,173,76.99856267277889,77.52148425042543
4,174,77.06920923435334,77.52148425042543
4,175,76.99386844884756,77.52148425042543
4,176,76.83486602278033,77.52148425042543
4,177,76.81863077215672,77.52148425042543
4,178,76.96142812520769,77.52148425042543
4,179,76.99340017625117,77.52148425042543
4,180,76.9285046676649,77.52148425042543
4,181,76.75527598878315,77.52148425042543
4,182,76.74462345693284,77.52148425042543
4,183,76.8813032578527,77.52148425042543
4,184,76.79537444550664,77.52148425042543
4,185,76.84356543740472,77.52148425042543
4,186,76.87974996910418,77.52148425042543
4,187,76.88633227210249,77.52148425042543
4,188,76.8715421708732,77.52148425042543
4,189,76.93022786327563,77.52148425042543
4,190,77.0423701727224,77.52148425042543
4,191,76.92226003750976,77.52148425042543
4,192,76.96307571531857,77.52148425042543
4,193,76.97086351035611,77.52148425042543
4,194,77.04863874819452,77.52148425042543
4,195,77.13800924717938,77.52148425042543
4,196,77.11248957461495,77.52148425042543
4,197,77.2530119996837,77.52148425042543
4,198,77.39569206607645,77.52148425042543
4,199,77.4171653004947,77.52148425042543
4,200,77.5408735996297,77.5408735996297
6,0,74.66744301737734,74.66744301737734
6,1,74.79337223191159,74.79337223191159
6,2,75.0030041229329,75.0030041229329
6,3,75.09593790176079,75.09593790176079
6,4,75.43766676395092,75.43766676395092
6,5,75.48685752613154,75.48685752613154
6,6,75.5385521827106,75.5385521827106
6,7,75.63461539488443,75.63461539488443
6,8,75.73723237053282,75.73723237053282
6,9,75.62960827772662,75.73723237053282
6,10,75.83138278543673,75.83138278543673
6,11,76.10788218343959,76.10788218343959
6,12,76.16547690319918,76.16547690319918
6,13,76.34716006026062,76.34716006026062
6,14,76.43473072249726,76.43473072249726
6,15,76.46196667594624,76.46196667594624
6,16,76.46490264470361,76.46490264470361
6,17,76.49731975845945,76.49731975845945
6,18,76.37142603291805,76.49731975845945
6,19,76.23877886231814,76.49731975845945
6,20,76.14192640655241,76.49731975845945
6,21,76.10541775605546,76.49731975845945
6,22,76.0796738239845,76.49731975845945
6,23,76.06480508049775,76.49731975845945
6,24,76.05989423330007,76.49731975845945
6,25,76.05385308648253,76.49731975845945
6,26,76.04142237886185,76.49731975845945
6,27,76.03123421386533,76.49731975845945
6,28,76.05378224412905,76.49731975845945
6,29,76.02477004959333,76.49731975845945
6,30,76.07694879544061,76.49731975845945
6,31,76.08593731766571,76.49731975845945
6,32,76.05386403145793,76.49731975845945
6,33,76.11176630135714,76.49731975845945
6,34,76.07483276917738,76.49731975845945
6,35,76.02856861424863,76.49731975845945
6,36,76.0168227626938,76.49731975845945
6,37,76.02542388935169,76.49731975845945
6,38,76.07002053111249,76.49731975845945
6,39,76.05199180106145,76.49731975845945
6,40,76.01481380255048,76.49731975845945
6,41,76.02538441177127,76.49731975845945
6,42,76.03458758966582,76.49731975845945
6,43,75.92322563973634,76.49731975845945
6,44,75.88375287643757,76.49731975845945
6,45,75.85443174910306,76.49731975845945
6,46,75.85275659711168,76.49731975845945
6,47,75.87657089156754,76.49731975845945
6,48,75.88244838446427,76.49731975845945
6,49,75.87290844617944,76.49731975845945
6,50,75.73609819774529,76.49731975845945
6,51,75.69123905989981,76.49731975845945
6,52,75.65042234065159,76.49731975845945
6,53,75.6530673831058,76.49731975845945
6,54,75.62084603020382,76.49731975845945
6,55,75.69456772504373,76.49731975845945
6,56,75.67047539127817,76.49731975845945
6,57,75.66722439882975,76.49731975845945
6,58,75.58427564725525,76.49731975845945
6,59,75.48088407722629,76.49731975845945
6,60,75.4411310328541,76.49731975845945
6,61,75.43243573207596,76.49731975845945
6,62,75.37443352956147,76.49731975845945
6,63,75.33174085639952,76.49731975845945
6,64,75.33770996253708,76.49731975845945
6,65,75.28960098451105,76.49731975845945
6,66,75.27567634387069,76.49731975845945
6,67,75.33520446875579,76.49731975845945
6,68,75.2773540920055,76.49731975845945
6,69,75.28558330390764,76.49731975845945
6,70,75.32147196195174,76.49731975845945
6,71,75.37743794565117,76.49731975845945
6,72,75.36216042415919,76.49731975845945
6,73,75.25954088636789,76.49731975845945
6,74,75.26447344702697,76.49731975845945
6,75,75.28575304370386,76.49731975845945
6,76,75.29812411279235,76.49731975845945
6,77,75.27119126861871,76.49731975845945
6,78,75.30900818836442,76.49731975845945
6,79,75.23319600171308,76.49731975845945
6,80,75.19979962737034,76.49731975845945
6,81,75.18284776174848,76.49731975845945
6,82,75.19480294011724,76.49731975845945
6,83,75.16533635772151,76.49731975845945
6,84,75.11956615077088,76.49731975845945
6,85,75.13019447846122,76.49731975845945
6,86,75.07000589872544,76.49731975845945
6,87,75.11643817432322,76.49731975845945
6,88,75.10359841080039,76.49731975845945
6,89,75.11503439363952,76.49731975845945
6,90,75.09173865866742,76.49731975845945
6,91,75.1167301323856,76.49731975845945
6,92,75.15460132689948,76.49731975845945
6,93,75.20170852747931,76.49731975845945
6,94,75.17896095777976,76.49731975845945
6,95,75.22351511626955,76.49731975845945
