step,scale,smooth_fraction,full_gradient_rms,full_g2_cosine,full_g3_cosine,g2_g3_cosine,full_on_adam,g2_on_adam,g3_on_adam,full_on_g2,full_on_g3,weighted_component_sum_on_adam
50,0.0025,1.0,1.1707144687568685,0.05244977498211769,0.23755815494129656,0.9125039527332826,37.60076427997086,22.0248292973747,23.35491626392029,18.42111313638216,83.43383074828857,37.60076427996877
50,0.005,1.0,1.1480130206438994,0.08694880527251757,0.2705023392996802,0.9125039527332826,37.436312854568094,22.0248292973747,23.35491626392029,29.945508174684324,93.1620622892001,37.436312854569984
89,0.0025,1.0,0.3333498484704335,-0.118428432948159,-0.11003483123436827,0.9844962369238603,-4.946829460093206,16.28439322299246,15.90890091780812,-11.843430053357903,-11.004028295533917,-4.946829460093312
89,0.005,1.0,0.2135996819331675,-0.01889795434382523,0.022864633716485474,0.9844962369238603,2.7674583369252943,16.28439322299246,15.90890091780812,-1.2109791111085784,1.4651635468079005,2.76745833692483
100,0.0025,1.0,0.3657121370943726,-0.1799405837764518,-0.1596741249985032,0.9868930174782378,-20.993211169277355,16.29830717411562,15.882293359253872,-19.741936632868562,-17.518429647562982,-20.993211169278688
100,0.005,1.0,0.2291985678386342,-0.22324512013982797,-0.19029244265510623,0.9868930174782378,-8.745575419018227,16.29830717411562,15.882293359253872,-15.350238543903725,-13.08442659811973,-8.745575419019202
120,0.0025,1.0,0.35510788692351525,-0.3054872443905792,-0.27171372000943844,0.9893338508278569,-24.601659094702484,16.81940364927513,16.288822903901245,-32.54427895128783,-28.946305488203812,-24.601659094701287
120,0.005,0.9933333333333333,nan,nan,nan,0.9893338508278569,nan,16.81940364927513,16.288822903901245,nan,nan,nan
