iteration,current_score,best_score,invalid_direction_count,raw_gradient_rms,clean_gradient_rms,first_moment_rms,clean_first_moment_rms,contamination_first_moment_rms,contamination_first_moment_fraction,actual_update_rms,clean_counterfactual_update_rms,update_difference_rms,actual_clean_update_cosine
35,54.58418374798617,54.58418374798617,0,13.573463801553128,13.573463801553128,3.5684892302453473,3.5684892302453473,0.0,0.0,0.0013719448806701361,0.0013719448806701361,0.0,1.0
36,54.784984015840735,54.784984015840735,0,9.285231524431284,9.285231524431284,3.3511282388055306,3.3511282388055306,0.0,0.0,0.0012989890903847363,0.0012989890903847363,0.0,1.0
37,54.955843014178384,54.955843014178384,0,8.36888462682202,8.36888462682202,3.116567301602955,3.116567301602955,0.0,0.0,0.0012009885388152646,0.0012009885388152646,0.0,1.0
38,55.12229907442298,55.12229907442298,0,3.0090373621285504,3.0090373621285504,2.8558208004779226,2.8558208004779226,0.0,0.0,0.0011186238160637793,0.0011186238160637793,0.0,1.0000000000000002
39,55.268783013671346,55.268783013671346,0,11.003043953063244,11.003043953063244,2.894608758472246,2.894608758472246,0.0,0.0,0.0011604016840495812,0.0011604016840495812,0.0,0.9999999999999999
40,55.41755382011289,55.41755382011289,0,5.889545478011297,5.889545478011297,2.6080271207178325,2.6080271207178325,0.0,0.0,0.0010535137623857507,0.0010535137623857507,0.0,1.0
41,55.55017047358061,55.55017047358061,0,9.328218913484696,9.328218913484696,2.595905170622429,2.595905170622429,0.0,0.0,0.0010491029507560994,0.0010491029507560994,0.0,0.9999999999999999
42,55.55959148307419,55.55959148307419,0,11.750607206994117,11.750607206994117,2.5612332251361636,2.5612332251361636,0.0,0.0,0.0010455574826558657,0.0010455574826558657,0.0,1.0000000000000002
43,55.79303002358162,55.79303002358162,0,6.845179709761685,6.845179709761685,2.3937829047750414,2.3937829047750414,0.0,0.0,0.0009823146705690792,0.0009823146705690792,0.0,1.0
44,55.91823343839119,55.91823343839119,0,16.380350897109793,16.380350897109793,2.80840144349022,2.80840144349022,0.0,0.0,0.001162088131950389,0.001162088131950389,0.0,1.0000000000000002
45,55.986084226336814,55.986084226336814,0,15.817828517680622,15.817828517680622,3.006611104682626,3.006611104682626,0.0,0.0,0.0012626467982115874,0.0012626467982115874,0.0,1.0
46,57.45790592874476,57.45790592874476,0,40.07547772031344,40.07547772031344,5.06496973490195,5.06496973490195,0.0,0.0,0.0020586608587409533,0.0020586608587409533,0.0,1.0
47,57.65931572495118,57.65931572495118,0,29.33748727859673,29.33748727859673,5.449895027314449,5.449895027314449,0.0,0.0,0.0021735833982665102,0.0021735833982665102,0.0,1.0000000000000002
48,57.209224914990195,57.65931572495118,0,19.947783094706388,19.947783094706388,5.33837130596569,5.33837130596569,0.0,0.0,0.0021477692017390143,0.0021477692017390143,0.0,0.9999999999999999
49,56.37245819868278,57.65931572495118,0,66.15002186136391,66.15002186136391,8.362748174349132,8.362748174349132,0.0,0.0,0.0030394695851034765,0.0030394695851034765,0.0,1.0
50,56.58597960616075,57.65931572495118,0,50.616471432518274,50.616471432518274,9.170514956432642,9.170514956432642,0.0,0.0,0.0032473341810732,0.0032473341810732,0.0,1.0
51,57.84476031082721,57.84476031082721,2,1020.3356790932859,17.782535381608202,101.51575863726009,8.561782828608541,102.0180709228813,1.0049481212805205,0.006511855968413197,0.0030556252550216437,0.007070539256801174,0.0439392599364564
52,58.151369810251744,58.151369810251744,0,33.95838336930774,33.95838336930774,91.659712015479,8.512801295519116,91.81626383059316,1.0017079675647216,0.00594197484800891,0.0030635298170942076,0.006428152983519986,0.09259605581099478
53,58.104014613887685,58.151369810251744,0,11.062741384122113,11.062741384122113,82.55034309926742,7.724219958710101,82.63463744753385,1.0010211265647322,0.0054110021377897196,0.0028179794381852736,0.005830114412105745,0.10590564475464169
54,58.041983874579074,58.151369810251744,0,9.060037487734023,9.060037487734023,74.30667222904579,7.066758884400575,74.37117370278047,1.0008680441715363,0.004923130967773473,0.002586192285703212,0.005300254523153545,0.11125018509288714
55,57.96651397809765,58.151369810251744,0,16.512675309264647,16.512675309264647,66.87714278495248,6.597333694511553,66.93405633250242,1.0008510164337157,0.0044851555176355805,0.002444432277338087,0.004848194435629268,0.1179752083669192
56,57.91572582626562,58.151369810251744,0,20.857012079127166,20.857012079127166,60.02654932008317,5.980649292672428,60.24065069925218,1.0035667780606101,0.004069909899815224,0.0022256620777684607,0.004428324777841072,0.10530064728244865
57,56.89895096050498,58.151369810251744,0,28.180274507715534,28.180274507715534,53.98333002894007,6.263141390647376,54.216585629326964,1.0043208820252818,0.003742539424263054,0.0023045823859922745,0.004107429317774237,0.1418393291924388
58,56.824599194573075,58.151369810251744,0,24.740252602374884,24.740252602374884,48.65223679275905,6.171273696626446,48.794927066394266,1.0029328615299442,0.003443620263241961,0.0022838889485299638,0.0037474839311022225,0.19269502109308564
59,56.70762765668777,58.151369810251744,0,20.576016039297063,20.576016039297063,43.63024919766598,6.0965845234663725,43.91543435975485,1.006536409196217,0.003133757634196267,0.0022476467123304284,0.003500415760424929,0.1859453673582773
60,57.56391129808918,58.151369810251744,0,20.00028002879729,20.00028002879729,39.245548857322106,5.900579871928833,39.52389092377936,1.0070923219208674,0.0028362732700324823,0.0021799332513510183,0.0032377026074770516,0.18711623619417525
61,57.47496791850179,58.151369810251744,0,20.916535374226015,20.916535374226015,35.5321443497269,5.830212772122241,35.57150183140143,1.0011076584989398,0.002594915476610713,0.0021785805961134232,0.0029833730454173427,0.22812479530089866
62,57.34529273482924,58.151369810251744,0,23.33073692915555,23.33073692915555,32.17593311159725,5.643929712136827,32.01435164826128,0.9949781887357998,0.002366724861111786,0.002110782972200639,0.0027258404368526164,0.26288762831308793
63,57.20572552412744,58.151369810251744,0,15.358388311880113,15.358388311880113,28.959808411636647,5.20381548029935,28.812916483435156,0.9949277313539662,0.0021571162577073044,0.001961258891513705,0.002494407603417603,0.26917973136773976
64,57.12583317859097,58.151369810251744,0,16.619713488438776,16.619713488438776,26.175109619067,4.984712781675182,25.93162483509164,0.9906978504572146,0.0019779440693643356,0.0018988088982259744,0.0023007785734673798,0.29610106567086747
65,57.04654462406948,58.151369810251744,0,33.362496102575186,33.362496102575186,24.03956165001883,5.8427117104385236,23.338462351582475,0.9708356038831596,0.0019045604905655743,0.0022321059878379693,0.002271854589155415,0.4055725491501254
66,57.015478036554946,58.151369810251744,0,13.065574685919048,13.065574685919048,21.711609736330384,5.4529209109020815,21.004616116424227,0.967437070374237,0.0017355262060928574,0.002091817896641925,0.0020842327360708177,0.41919942992105347
67,56.942862469589635,58.151369810251744,0,13.168656597349777,13.168656597349777,19.519567277107605,5.132524071916438,18.904154504781808,0.9684720074175236,0.0015902722468915565,0.0019990998941984803,0.001961407976373605,0.42122517957244093
68,56.917605827948215,58.151369810251744,0,26.47218936995915,26.47218936995915,17.959680419944146,5.386230840552467,17.013739054303624,0.9473297217143096,0.0015360617039138552,0.0020834715460809456,0.001870706753193048,0.500071028682462
69,56.91312245448911,58.151369810251744,0,16.719740829981596,16.719740829981596,16.281837485414513,5.2113510066447315,15.312365148873265,0.9404568226768193,0.0013926391416721863,0.002024621858832502,0.0017826468456857022,0.5072954493723574
70,56.914220489045334,58.151369810251744,0,14.15561419415744,14.15561419415744,14.757981692406906,4.939013052229565,13.781128633985938,0.933808492327676,0.0012859820202743971,0.0019463311141119219,0.001677416952673083,0.5250265227275623
71,56.941517812219345,58.151369810251744,0,41.491137012718696,41.491137012718696,14.018544941734708,6.265137700733005,12.403015770587345,0.88475771359567,0.0012928653978805473,0.0024152309372663387,0.0019238174423493754,0.6090767676894134
72,57.02179829689642,58.151369810251744,0,22.505582054108658,22.505582054108658,12.896829422789393,6.4269202521376325,11.16271419352861,0.865539414966867,0.00124294048685696,0.0024869655379597256,0.0019458834177244872,0.6378590760366024
73,57.1195518948549,58.151369810251744,0,31.84431680262837,31.84431680262837,11.729082996415528,6.300110655795883,10.04644277417575,0.8565411956967137,0.0012032047778797086,0.0024451529329128116,0.0019028073219597744,0.6468003782063857
74,57.22344906678781,58.151369810251744,0,12.791940470532046,12.791940470532046,10.733862153920287,5.8953899154687655,9.041798496758174,0.84236208431798,0.0011251913663093912,0.0022806312535631735,0.0017531286803121092,0.6612783464475718
75,57.33750343178045,58.151369810251744,0,11.642513298724259,11.642513298724259,9.68439113914206,5.379663946927193,8.137618647082357,0.840281906230738,0.001037597047091316,0.0020726461328847345,0.001581056898264424,0.6678989048257518
76,57.41128039088646,58.151369810251744,0,7.738032621273093,7.738032621273093,8.710651810029074,4.890032414777433,7.323856782374122,0.8407931968927681,0.0009392093569500352,0.0018950641501624813,0.0014480881358254732,0.6675863422344556
77,57.52873412603344,58.151369810251744,0,25.68108741096905,25.68108741096905,8.164248371979339,4.915124007399303,6.59147110413671,0.8073579837134077,0.000938760873658555,0.0018922622016087818,0.0013897210431402004,0.7122916248146842
78,57.67022242556559,58.151369810251744,0,25.71846218661701,25.71846218661701,8.042493845059884,5.352860565138492,5.932323993723039,0.7376224474659661,0.0010370845579365817,0.002082686968374326,0.0014625242060937803,0.757932829617238
79,57.78672813840397,58.151369810251744,0,27.419094809098638,27.419094809098638,7.85403831670433,5.813667155146553,5.339091594350735,0.6797893490021953,0.0010978109085171377,0.0022612538699980644,0.001562972098607159,0.7806015431210008
80,57.95429098057758,58.151369810251744,0,26.24129437366663,26.24129437366663,7.328019503471369,5.694608369888497,4.805182434915662,0.6557272988478525,0.0010854253308662716,0.0022204288309732654,0.0015029901352030934,0.7986094985931294
81,58.125274654195,58.151369810251744,0,32.96070121385614,32.96070121385614,7.290691991030176,6.090281367635388,4.3246641914240955,0.5931760931259722,0.001093292804394647,0.0023526455368933475,0.001607630506017802,0.8058989301727617
82,58.30323431355541,58.30323431355541,0,28.097908848655216,28.097908848655216,7.193984400927704,6.1573610279878,3.8921977722816865,0.5410350586498027,0.001111016592864385,0.0023640069716735004,0.0015890875645859746,0.8181549153179608
83,58.41181316770734,58.41181316770734,0,15.29872685971889,15.29872685971889,6.748224605809377,5.856135745159221,3.5029779950535174,0.5190962363697692,0.0010660778418394813,0.0022559585871134162,0.0015124560204411589,0.8187739974636119
84,58.56489483718258,58.56489483718258,0,23.482528551623734,23.482528551623734,6.535554801794271,5.755052920715586,3.152680195548166,0.4823890688947523,0.0010420402023178356,0.002218786842074943,0.0014863052226415808,0.8217241884099319
85,58.66222235525849,58.66222235525849,0,9.731018224726824,9.731018224726824,5.992777766238301,5.251076477310987,2.8374121759933493,0.4734719501828629,0.0009440074397566384,0.0020292171577724737,0.001358233379990657,0.8258720132606785
86,58.788979913001526,58.788979913001526,0,12.032739856527323,12.032739856527323,5.609810830520332,4.933479922429005,2.5536709583940147,0.45521516420851427,0.0008836532323833376,0.001924003211435039,0.001295210996822651,0.824944014564376
87,58.88284419216736,58.88284419216736,0,11.962293317985628,11.962293317985628,5.2078663113267565,4.649569309504648,2.2983038625546133,0.4413139134458882,0.0008401304153761557,0.0018270300648519403,0.001234730220114265,0.820648841947784
88,59.01249697332174,59.01249697332174,0,12.787276134622914,12.787276134622914,4.834883987223504,4.3987370979138385,2.068473476299152,0.427822773362345,0.0008108173944810315,0.0017288280034956317,0.0011541071824765841,0.8254984526127482
89,59.091839907574254,59.091839907574254,0,11.641464772811224,11.641464772811224,4.577397444452264,4.207757627256268,1.861626128669237,0.4066996915300636,0.0007784712810280507,0.0016714128141241383,0.0011211740382929118,0.823353284855987
90,59.17126974374753,59.17126974374753,0,15.727786239069331,15.727786239069331,4.459418476427476,4.106193687622724,1.6754635158023132,0.37571345337039525,0.0007450988861573536,0.0016333178436888853,0.0011082482692411127,0.819520404443829
91,59.257188926066526,59.257188926066526,0,18.262292575512593,18.262292575512593,4.34472041435365,4.131086121070906,1.507917164222082,0.3470688606890278,0.000759775195098596,0.0016432925174974249,0.0010943142030584768,0.8330357500608895
92,59.32077006275203,59.32077006275203,0,17.778619688606806,17.778619688606806,4.167285602741228,4.016696406250121,1.3571254477998738,0.3256617321613764,0.0007126441596666019,0.001606887398449838,0.0010823203951774686,0.8376849911844467
93,59.36321565622162,59.36321565622162,0,11.862828718237445,11.862828718237445,3.879193669116711,3.7446979425226625,1.2214129030198864,0.3148625738240084,0.0006701899685306944,0.0015057533906242097,0.0010132600095659767,0.8372231065500592
94,58.27512906943402,59.36321565622162,2,1028.5357704315084,6.794949065508981,103.01246404003902,3.4312360468396537,102.89933390852438,0.9989017821040503,0.006432125210029508,0.001386487762802875,0.006478000687879437,0.07457281574276371
95,58.10338617149642,59.36321565622162,0,18.699178924527214,18.699178924527214,92.57439059395996,3.7371495346812544,92.60940051767194,1.000378181519612,0.005802694465838577,0.0015070066668305,0.00594247569631836,0.03598264152581124
96,57.82762694304441,59.36321565622162,0,21.058420347969914,21.058420347969914,83.09198635735783,3.835594711443426,83.34846046590475,1.0030866286845508,0.005242377478227843,0.0015505721792294408,0.005470829206883315,-0.002655811204732044
97,57.42757955205752,59.36321565622162,0,18.202333678202844,18.202333678202844,74.62120245860228,3.8843000614749976,75.01361441931428,1.0052587193422633,0.004751374787458107,0.0015810660959235097,0.00501660200262247,-0.006054340075737131
98,57.19181691126782,59.36321565622162,0,14.814079718103143,14.814079718103143,67.05663381231734,3.8563776358842063,67.51225297738286,1.0067945427493532,0.004294830306631645,0.0015832219189724967,0.004597396490592386,-0.013522384049905656
99,56.88386055888461,59.36321565622162,0,10.401284448423587,10.401284448423587,60.31544154452958,3.6534122754943823,60.76102767964457,1.0073875963385932,0.0038839394364794683,0.0015083479319282474,0.004194406875524075,-0.019881939670283566
100,56.609299044634724,59.36321565622162,0,18.6235960013883,18.6235960013883,54.04239536592998,3.899009324875197,54.68492491168011,1.0118893609618793,0.003501882657872191,0.0016176782102092235,0.00394291605249315,-0.058828910343441954
101,56.340961597812345,59.36321565622162,0,9.820487762262468,9.820487762262468,48.61663935631542,3.5995945559398717,49.216432420512106,1.0123371971435695,0.0031707394424183174,0.0014991165418486662,0.0035821619797601974,-0.05585009821517977
102,56.10802901986492,59.36321565622162,0,12.84104079719514,12.84104079719514,43.66911448827734,3.6029657213328794,44.294789178460896,1.0143276248560413,0.002867253222123973,0.0014872090070308494,0.0033033013779396178,-0.0561497798102839
103,55.88929442343858,59.36321565622162,0,12.857222671712421,12.857222671712421,39.23769702861431,3.585428146583779,39.865310260614805,1.0159951597450483,0.002593982356722707,0.0014921218184249735,0.0030594059722340713,-0.05229156119032152
104,55.699634153308565,59.36321565622162,0,31.53067744409547,31.53067744409547,35.5473048206528,4.799718572211967,35.87877923455333,1.0093248817476577,0.0023846383091641284,0.001969421631553476,0.00296831787158864,0.08029737067439115
105,55.54615169227456,59.36321565622162,0,21.440521237415638,21.440521237415638,31.791724528781728,4.919181590853347,32.290901311098,1.0157014691626545,0.002150632314946781,0.0020024502057930083,0.0028423172510056768,0.06458312063671567
106,55.4137800442014,59.36321565622162,0,20.02275950865461,20.02275950865461,28.708746295515237,5.062089212500885,29.061811179988197,1.0122981644979778,0.0019525081328572145,0.002077080123843104,0.0027095467536299546,0.09677021021263024
107,55.296528426124006,59.36321565622162,0,18.44382868338663,18.44382868338663,25.89513138584805,4.917458890822689,26.155630061989378,1.0100597549500634,0.0017888041773023867,0.002020501874092897,0.0025084146975188092,0.13697103054645404
108,55.21064959585865,59.36321565622162,0,12.834693246233577,12.834693246233577,23.299400897629404,4.727216426086561,23.54006705579044,1.0103292852558077,0.001625705108289036,0.001955191624215302,0.0023497065094761098,0.14858445596121742
109,55.18538206430727,59.36321565622162,0,22.93951814516349,22.93951814516349,20.926979502012014,4.9148862751046485,21.186060350211395,1.0123802313742636,0.0015078691795139998,0.0020348404348491137,0.002284606678409715,0.1947051833212776
110,55.17680190967219,59.36321565622162,0,27.045119007800732,27.045119007800732,18.931447515170397,5.300592362494858,19.067454315190258,1.0071841733132596,0.0013911412368221173,0.0021926350046791556,0.00228455850897315,0.249767583708698
111,55.16248173205235,59.36321565622162,0,20.44228801103658,20.44228801103658,17.23042446606346,5.17683368195355,17.160708883671234,0.9959539254224679,0.0012642824924435387,0.0021565883115989572,0.0021694302870933217,0.28293320118968684
112,55.16735673295052,59.36321565622162,0,22.034141927431794,22.034141927431794,15.481225426464317,4.967499011165586,15.44463799530411,0.99763665794197,0.001142794113629613,0.0020610749396849735,0.0020504165878240626,0.28653500502327844
113,55.20468743857996,59.36321565622162,0,33.60072636002416,33.60072636002416,14.169556781024024,5.824476531029885,13.9001741957737,0.9809886371596969,0.0010963728550822036,0.0023820068608386125,0.0022098821802547155,0.3814587881799301
114,55.32765469284383,59.36321565622162,0,31.30784594458522,31.30784594458522,13.175342813752403,6.349981667850842,12.510156776196329,0.9495128098783316,0.0010816188239521234,0.0026088943862001453,0.0023004858496834834,0.47557697327397225
115,55.44293521814004,59.36321565622162,0,18.676792928547556,18.676792928547556,12.040514357721094,6.293689613717451,11.259141098576697,0.9351046611523424,0.001017588372502186,0.00257803488882234,0.002234290962055537,0.5126393424208964
116,55.53637076630944,59.36321565622162,0,31.221252522687426,31.221252522687426,11.13137469576103,6.5933631528728815,10.133226988719027,0.9103302391372998,0.0009560707824988426,0.0026914637095412064,0.0023061438183963837,0.5517868853786815
117,55.67560921882963,59.36321565622162,0,21.81188163290902,21.81188163290902,10.11454452595163,6.308001811183625,9.119904289847124,0.9016623799962041,0.0009379399607397755,0.002590660469591912,0.002181237661538554,0.5830433318771857
118,55.8123034558502,59.36321565622162,0,23.51718978376218,23.51718978376218,9.417064941300817,6.346841345619768,8.207913860862412,0.871600006161646,0.0008782715047544492,0.0026200810560741087,0.002181102573441098,0.6255538500841489
119,55.9401469903044,59.36321565622162,0,9.941861717950056,9.941861717950056,8.58951063635421,5.885449275379621,7.387122474776171,0.860016686341937,0.0008117605287266976,0.0024350225974899484,0.00201650566799278,0.6379451149170305
120,56.08839477706286,59.36321565622162,0,22.411390212378787,22.411390212378787,8.250091747403939,5.944421634227645,6.648410227298554,0.8058589444645404,0.0007864871211803442,0.0024746318367615794,0.002007913074901846,0.6963718490821028
121,56.21937128263302,59.36321565622162,0,17.366693610570128,17.366693610570128,7.700910587809373,5.836586134573179,5.9835692045687,0.7769950236846999,0.00077421271900278,0.002434344625989128,0.0019521783074252096,0.7201247213670493
122,56.33865769429527,59.36321565622162,0,24.286868240915165,24.286868240915165,7.009748368460524,5.755237571268251,5.385212284111829,0.7682461624930661,0.0007265647999607264,0.002399680989309937,0.001941547872944162,0.7217444366422366
123,56.48135933259841,59.36321565622162,0,16.94758657616694,16.94758657616694,6.432802960253018,5.472610479417079,4.846691055700647,0.7534337808335442,0.0006583531444513,0.0022916395770378652,0.001872848883985299,0.7216365579900782
124,56.617969429069504,59.36321565622162,0,16.656341326273484,16.656341326273484,6.247612162199873,5.297529646232877,4.362021950130582,0.6981902584354166,0.000656565594367949,0.002214755280417681,0.0017792148397661222,0.7463606161797459
125,56.74411940342131,59.36321565622162,0,13.876267278590332,13.876267278590332,5.813404609894507,5.080926643736667,3.9258197551175242,0.6753047514421613,0.0006093739848269694,0.002113358610184511,0.0017037094684355918,0.75126440991092
126,56.89744885508039,59.36321565622162,0,29.300855801252695,29.300855801252695,6.269677403020622,5.707635458942044,3.5332377796057717,0.5635437922058827,0.0006732636923399554,0.0023873473947589033,0.00190595329731332,0.7839330418511417
127,57.045864250931935,59.36321565622162,0,29.553995053281923,29.553995053281923,6.59453586516316,6.12479045673811,3.1799140016451943,0.4822043683837813,0.0007193923692471091,0.0025473215838831163,0.001997773896446585,0.822710253556931
128,57.21077226768992,59.36321565622162,0,14.478451883165924,14.478451883165924,6.140390105485302,5.786871630395191,2.861922601480675,0.4660815603432226,0.0006857631721180801,0.002415201797949037,0.0018921712982152693,0.8220824249161462
129,57.35101120167776,59.36321565622162,0,18.002595066026167,18.002595066026167,5.941638446297176,5.76452714975208,2.5757303413326076,0.43350506171202663,0.0006695706557777734,0.0023912993328473985,0.0018785960567999133,0.8236343652736793
130,57.47881616206629,59.36321565622162,0,6.654740087166888,6.654740087166888,5.380121875493401,5.221066631776335,2.318157307199347,0.43087449705528336,0.0006193997569511992,0.002177248803559545,0.0017066367290825954,0.8199170182334407
131,57.617343381624146,59.36321565622162,0,24.535551526212455,24.535551526212455,5.574938823663076,5.4755879637367455,2.086341576479412,0.37423577952530035,0.0006396257741592344,0.002256345757668422,0.0017627840505100856,0.8289847828957505
132,57.767560811275864,59.36321565622162,0,11.43190453424325,11.43190453424325,5.324382923342371,5.245907086162233,1.8777074188314713,0.3526619790247438,0.0006066153123706421,0.0021813000770964665,0.001708586079671143,0.8338758495619067
133,57.90371062713568,59.36321565622162,0,5.353026393232289,5.353026393232289,4.865086047678823,4.817597328374126,1.689936676948324,0.347360079634071,0.0005636047465982285,0.002013574260073666,0.0015767646646879488,0.8309151727024333
134,57.99657804351644,59.36321565622162,0,11.358224173741734,11.358224173741734,4.486555318527714,4.442802584947072,1.5209430092534917,0.3390001685641975,0.0005268627118157222,0.0018668135933636654,0.0014587811868094049,0.8309325027693797
135,58.100084592165636,59.36321565622162,0,10.649923428200644,10.649923428200644,4.1363621099529375,4.0918176322632505,1.3688487083281424,0.33093057907923756,0.0004848047495928944,0.0017187649931877365,0.0013433848725245019,0.830771191219563
