case_id,nfp,n_base_coils,status,score,iota_min,iota_max,iota_midpoint,iota_sign
1318,8,3,ok,13.723415845257167,-0.6904645005842374,-0.44753873348236084,-0.5690016170332991,negative
1319,2,4,no_axis,0.12094981405623584,,,,missing
1320,3,4,no_axis,0.11550426652502413,,,,missing
1321,4,4,no_axis,0.11306174385600667,,,,missing
1322,5,4,ok,1.6780459595324926,-0.758971095085144,-0.6163134917916218,-0.6876422934383829,negative
1323,6,4,ok,8.084550222596906,-0.46525993893280165,-0.4080224931240082,-0.4366412160284049,negative
1324,7,4,ok,22.222406084269394,-0.7312168572713122,-0.6976587809877454,-0.7144378191295289,negative
1325,8,4,ok,23.781912216483548,-0.732695147395134,-0.7035907722388572,-0.7181429598169956,negative
1326,4,1,no_axis,0.12392080438980001,,,,missing
1327,5,1,no_surface,0.31273517054516947,,,,missing
1328,6,1,no_axis,0.12263967450047858,,,,missing
1329,7,1,no_axis,0.12441632066215942,,,,missing
1330,8,1,no_surface,0.3088749500955519,,,,missing
1331,2,2,no_axis,0.12314179459657137,,,,missing
1332,3,2,no_axis,0.12542005287890517,,,,missing
1333,4,2,no_axis,0.12250303565640293,,,,missing
1334,5,2,no_axis,0.1188314548952598,,,,missing
1335,6,2,no_surface,0.30519561659682853,,,,missing
1336,7,2,ok,3.29874142520511,-0.808666744945924,-0.6712464094161987,-0.7399565771810614,negative
1337,8,2,ok,6.570122334979309,-0.7914994727074588,-0.6901458501815796,-0.7408226614445192,negative
1338,2,3,no_axis,0.11931084120092367,,,,missing
1339,3,3,no_axis,0.11886721759656943,,,,missing
1340,4,3,no_axis,0.12077076109897167,,,,missing
1341,5,3,ok,1.7942647868732997,-0.38576333224773407,-0.3662713357396517,-0.37601733399369286,negative
1342,6,3,drift_rejected,0.29649370521327717,,,,missing
1343,7,3,no_axis,0.11368105094088875,,,,missing
1344,8,3,ok,2.2823761186708866,-0.7448680175745624,-0.5212464332580566,-0.6330572254163096,negative
1345,2,4,no_axis,0.11915635245246595,,,,missing
1346,3,4,no_axis,0.11914347059896069,,,,missing
1347,4,4,no_axis,0.11540057094782204,,,,missing
1348,5,4,no_axis,0.107869064227515,,,,missing
1349,6,4,ok,7.547018438149079,-1.1114649772644043,-0.982997297965852,-1.0472311376151282,negative
1350,7,4,drift_rejected,0.36438087705614997,,,,missing
1351,8,4,no_surface,0.23371868123967318,,,,missing
1352,4,1,no_surface,0.2738997450481117,,,,missing
1353,5,1,drift_rejected,0.3542264155309913,,,,missing
