0, GPU-d4625737-0819-cab4-f381-c25a4d8d29d2, NVIDIA GeForce RTX 5090, 0, 2, 32607
1, GPU-a50fc4b8-0d9f-852b-1638-bc0fa8ce518e, NVIDIA GeForce RTX 5090, 0, 2, 32607
