case_id,variant,grid,baseline_score,candidate_score,score_delta,baseline_psi_angle_mean,baseline_psi_angle_p95,baseline_psi_angle_l2,candidate_psi_angle_mean,candidate_psi_angle_p95,candidate_psi_angle_l2,ratio_psi_angle_mean,ratio_psi_angle_p95,ratio_psi_angle_l2
1911785,psi_grid72,72,71.10437456714473,71.09504975113849,-0.009324816006241576,0.0001338141391516158,0.00045960304300458557,9.667748407034834e-05,0.00013420071913615344,0.00045985850530887043,9.681108007232281e-05,1.0028889322682084,1.0005558324910444,1.0013818729692765
1929456,psi_grid72,72,79.13510994807059,79.08000040864933,-0.05510953942126662,4.1611551329043605e-06,1.7626997551554083e-05,2.702232274712459e-06,6.097282202281607e-06,1.9000680247496032e-05,5.782814185973761e-06,1.4652859620799306,1.0779306113774798,2.1400137360838465
1952292,psi_grid72,72,91.56170361957295,91.54470153906635,-0.017002080506600237,2.249188050305859e-05,7.554568110976353e-05,2.307440593367507e-05,2.2673331246036014e-05,7.612081963012103e-05,2.3134789524556866e-05,1.0080673887162415,1.0076131224433844,1.002616907713913
1955554,psi_grid72,72,83.78811923326997,83.78562925739526,-0.002489975874709671,1.3580318158627025e-05,4.30797474550684e-05,1.3203216117554142e-05,1.3709885239440046e-05,4.278375193943703e-05,1.3381947973809927e-05,1.0095407986248623,0.993129126025168,1.0135369939160621
1957251,psi_grid72,72,82.24994597328319,82.23269876191006,-0.017247211373131677,3.061258234382289e-05,0.00010300236009363074,2.889392517049537e-05,3.0721397136115144e-05,0.00010291734049514517,2.891929130065867e-05,1.0035545773652843,0.9991745859181451,1.000877905304095
1957924,psi_grid72,72,78.63151896984301,78.61123748681344,-0.020281483029577885,1.3954349618271185e-05,5.2609986986746764e-05,7.721055021022409e-06,1.4542582853540037e-05,5.351194602759104e-05,8.697592658369022e-06,1.0421541133309893,1.0171442551596048,1.126477228136279
1960650,psi_grid72,72,88.30223653137242,88.285971213865,-0.01626531750741833,1.8154616175242556e-05,6.308275941022869e-05,1.615328816703002e-05,1.8406100114932494e-05,6.432912473609445e-05,1.6312814440275504e-05,1.0138523413143201,1.0197576221699596,1.009875777092313
1962427,psi_grid72,72,79.97342139399143,80.6394376756645,0.6660162816730661,3.240926033953293e-06,1.0976466399438204e-05,2.334930539378541e-06,5.697749313812513e-06,1.5743467875299998e-05,7.022269376532602e-06,1.7580621261085612,1.4342929046916024,3.0074853440400977
1963588,psi_grid72,72,80.84085515226636,80.82857174154506,-0.01228341072129524,1.3001104985407359e-05,5.7302955007783196e-05,1.0307510239605675e-05,1.3579970539639978e-05,5.8468321198325576e-05,1.1194736002374104e-05,1.0445243350378561,1.0203369301004477,1.0860756615462137
1985999,psi_grid72,72,93.41585422439182,93.3921744413825,-0.023679783009328048,9.068137671625572e-06,3.533957399492773e-05,7.410015997817456e-06,1.0009056008647522e-05,3.649495217230038e-05,8.448338667620345e-06,1.103760923256173,1.0326936079517677,1.1401242143213612
2021486,psi_grid72,72,79.8373706978951,79.81579881287885,-0.021571885016243186,2.049549277838231e-05,6.40713530062908e-05,2.077293095773669e-05,2.0798105659209263e-05,6.477325628015676e-05,2.1387827093515418e-05,1.0147648502087314,1.0109550249984114,1.0296008366383038
2425297,psi_grid72,72,90.17987611056603,90.16013956958056,-0.019736540985462625,1.4910430733224375e-05,5.017948381982359e-05,1.360461254951545e-05,1.5486098428090972e-05,5.158451247426083e-05,1.432172663588482e-05,1.0386083879913581,1.0280000619273444,1.0527110995450517
2426393,psi_grid72,72,78.68505425773851,78.68364600894182,-0.0014082487966931012,9.053393627914136e-05,0.00037034979295526006,4.365417449956241e-05,9.07582637461946e-05,0.00037337700518827124,4.368189849766219e-05,1.0024778273901798,1.0081739271645196,1.0006350824043198
