0, GPU-f0079b5b-959f-746e-9d4e-d622e3e60e17, NVIDIA GeForce RTX 5090, 0, 2, 32607
1, GPU-17847cc8-f15b-3e7d-b658-5f98a1281799, NVIDIA GeForce RTX 5090, 0, 2, 32607
