case_id,helicity,nfp,status,score,wall_s,metadata_qs_error,metadata_mean_iota,surface_level,inverse_aspect_ratio,iota,qs_global_error,qs_edge_error,flux_attempt_count
48793,0,3,ok,51.064794979878926,2.153915658593178,6.286969430044256e-05,0.8,0.02,0.007979726916738398,0.35582804679870605,66.14259364237259,67.76543395461731,1
50006,0,3,ok,72.85117521229596,2.8782190922647715,0.00012284663302167576,0.1,0.36,0.03937219900386411,0.14772234857082367,0.10324735948789782,0.10863380585492413,2
50884,0,3,ok,77.55176737420308,2.8460616040974855,1.0265299612932535e-08,0.1,0.25,0.03332177335169482,0.1108645424246788,0.007607940827223729,0.0101085830454922,2
50943,0,3,ok,69.9704368290139,2.9207654502242804,1.6146063063080953e-06,0.1,0.08,0.023800324132694707,0.12411262840032578,0.02663194329740579,0.027299286179639903,1
52522,0,3,ok,73.40243687773189,2.9214957170188427,1.3227161288284087e-07,0.3,0.25,0.031242707814811685,0.31179147958755493,0.025151566004434897,0.03352895012467519,1
52597,0,3,ok,65.68470749749653,2.8407931495457888,0.0011305901793524787,0.3,0.08,0.021438891729734923,0.2619698941707611,0.1934413656552107,0.19454611123190904,1
52621,0,3,ok,72.66455199662471,2.943606911227107,8.560142888462968e-07,0.3,0.16,0.027994011711898522,0.32180309295654297,0.026146961484452173,0.031642498531569495,2
54672,0,3,ok,62.38283033070257,2.940379563719034,1.3178056782843406e-05,0.5,0.04,0.01738862270938502,0.45086541771888733,0.31928310530727383,0.32628703348512444,1
55559,0,3,ok,68.92052997803535,2.8423503655940294,2.331290889231229e-07,0.6,0.08,0.019812365304748943,0.5263218283653259,0.024001633121829093,0.0320124185216436,2
56637,0,3,ok,68.38304431183064,2.919575711712241,2.402307998672851e-08,0.7,0.16,0.023952445919021983,0.6085799336433411,0.0452192557836407,0.05925106438702504,1
60111,0,3,flux_rejected,35.29103535654564,3.3843576684594154,5.594997797603591e-07,0.2,0.02,0.0050263553970038375,nan,nan,nan,5
60827,0,3,ok,65.78808564014437,3.6054891031235456,1.3805364656518192e-05,0.3,0.04,0.017764706050149504,0.30823367834091187,0.07662113487502958,0.07715200687317492,1
