case_id,worker_index,nfp,n_base_coils,status,score,iota_min,iota_max,score_wall_s
356,2,8,3,no_surface,0.2727171357220392,nan,nan,3.983167950063944
357,3,8,3,no_axis,0.12142515476628463,nan,nan,3.7080356627702713
358,4,8,3,ok,4.846156517321679,1.897626280784607,2.076350714453553,4.134713438339531
359,5,8,3,no_axis,0.11390781680512783,nan,nan,3.6597147304564714
360,0,8,3,ok,10.486626126074917,1.9492160081863403,1.999837530833124,4.208381172269583
361,1,8,3,ok,4.910465916762528,1.880607008934021,1.9397564186103449,4.076964441686869
362,2,8,3,ok,27.717037114512337,2.083180432878407,2.1112442314624786,4.132752951234579
363,3,8,3,no_axis,0.11783013398800948,nan,nan,3.648493085987866
364,4,8,3,no_axis,0.11616491694042735,nan,nan,3.683408200275153
365,5,8,3,no_surface,0.2537874229433134,nan,nan,4.0326389339752495
366,0,8,3,no_surface,0.25348518706421713,nan,nan,4.0556235909461975
367,1,8,3,no_surface,0.2715981538945912,nan,nan,4.001773674041033
368,2,8,3,no_surface,0.26127416701515493,nan,nan,3.9816139936447144
369,3,8,3,no_axis,0.11516094948513263,nan,nan,3.6275665047578514
370,4,8,3,no_axis,0.11885095656381353,nan,nan,3.6332137919962406
371,5,8,3,no_surface,0.2527070893016145,nan,nan,4.035976664163172
372,0,8,3,no_surface,0.25389288128697046,nan,nan,4.0552124716341496
373,1,8,3,no_axis,0.11822288817641986,nan,nan,3.6274123191833496
374,2,8,3,no_surface,0.246511812592653,nan,nan,3.9834173135459423
375,3,8,3,ok,4.323808042624584,1.734549880027771,2.009761526015124,4.076744568999857
376,4,8,3,no_surface,0.26026628415794345,nan,nan,4.004328819923103
377,5,8,3,no_axis,0.11876412951690757,nan,nan,3.6595894498750567
378,0,8,3,no_axis,0.11549975717387369,nan,nan,3.6802637800574303
379,1,8,3,no_axis,0.11836075597195941,nan,nan,3.6254891492426395
380,2,8,3,ok,18.39368514459888,2.250566693312221,2.32418492436409,4.133413705974817
381,3,8,3,no_surface,0.29150292205347017,nan,nan,3.99654795601964
382,4,8,3,no_surface,0.2764517127298588,nan,nan,4.005097588058561
383,5,8,3,no_axis,0.11584575152837125,nan,nan,3.656349950004369
