best_global_score,best_global_status,best_iteration,best_online_score,final_online_score,initial_online_score,n_base_coils,nfp,optimization_wall_s,screening_wall_s,selected_global_score,trajectory_id,trajectory_wall_s
65.95064480410981,ok,0,65.9455256636286,24.962872860860237,65.9455256636286,2,3,2394.9236648399383,110.88607384264469,65.83655541606514,p107_37034_0_000043,2505.8140987679362
14.875942899373158,ok,182,14.874631711134503,14.874631711134393,11.77606888196671,3,2,2576.461328215897,107.13212370499969,11.784914479218672,p107_37034_0_000044,2683.5952525492758
88.81142917410878,ok,183,88.8113251565575,88.1958888049154,77.03682143062046,3,3,1069.4554096218199,99.32846688106656,77.04318210509892,p107_37034_0_000045,1168.8066501971334
65.52901277914684,ok,8,65.56582741439667,59.264281288333684,64.9474082009178,3,3,2063.9588334560394,136.17610590159893,64.99382255365803,p107_37034_0_000046,2200.1677932497114
90.37591303457532,ok,200,90.37447561761786,90.37447561761786,76.94177893960523,3,5,1253.4658126831055,122.32135568372905,76.92763966313137,p107_37034_0_000047,1375.8051156438887
66.26979317402375,ok,2,66.36592052447122,30.068913003114755,65.23990419029506,4,3,2648.9029736854136,133.23322672396898,65.17785054536635,p107_37034_0_000048,2782.137673718855
91.82292309020815,ok,181,91.83282402917965,91.70558149046246,62.02071040159412,4,3,1148.4399090427905,139.922647992149,62.15480538625028,p107_37034_0_000049,1288.3973835669458
86.30322245658269,ok,50,86.36193007009444,83.13752100123524,74.85085227833696,2,7,1166.3500691559166,135.54817525297403,74.86244203809727,p107_37034_0_000050,1301.8991229124367
92.22739789827439,ok,167,92.23288070296105,92.15978407750289,76.69065279636459,4,4,1238.7980289719999,119.43465409427881,76.64013506499221,p107_37034_0_000051,1358.2340644504875
92.75387382487388,ok,200,92.75104068659941,92.75104068659941,79.81516566339182,3,4,1180.0875860005617,132.92809324339032,79.82385189792474,p107_37034_0_000052,1313.017408810556
83.40678188623455,ok,29,83.42744576377423,81.13178162684588,71.1250292505369,5,3,1113.0154334474355,140.58244703523815,71.07385655668692,p107_37034_0_000053,1253.5988085810095
71.80383386057542,ok,0,71.78972336904855,60.88361018172118,71.78972336904855,3,4,2188.5632153116167,100.30980354361236,71.8150626019597,p107_37034_0_000054,2288.874417118728
90.8783674197039,ok,197,90.90192512598746,90.86239623375977,77.80039167024891,4,5,1362.6059092360083,134.10181102599017,77.76915554366283,p107_37034_1_000001,1496.708596586017
31.825760825359396,ok,0,31.867236827657962,4.178430822539804,31.867236827657962,5,2,2311.2559804720804,111.06156504596584,31.933898270718608,p107_37034_1_000002,2422.3184234669898
87.66697362529382,ok,124,87.66690484460008,80.34879498707838,79.03879081153099,2,5,1004.5002094781958,82.92784081888385,79.05144375933574,p107_37034_1_000003,1087.4288334748708
66.27385355711691,ok,4,66.26958765178139,55.494542284746224,65.40859879162882,4,3,2441.593054859899,102.71068030898459,65.36608446840481,p107_37034_1_000004,2544.3045733950567
91.70716961674574,ok,190,91.85348642056687,91.61168834135383,79.14946564711143,4,3,1090.4343800600618,122.82198644499294,79.11391021414686,p107_37034_1_000005,1213.257080991054
57.627790108197416,ok,165,57.617349068250704,57.50446254938732,24.09478983633535,5,2,2275.1098112899344,102.48372504394501,24.086878724079146,p107_37034_1_000006,2377.594765655929
68.41104097240951,ok,0,68.4563722317461,55.166494478177185,68.4563722317461,3,3,2272.9755882089958,109.65810225298628,68.47585491986813,p107_37034_1_000007,2382.6348987980746
92.70620984260079,ok,199,92.73061672994224,92.63298861659561,85.50102880547604,3,4,1060.4281117271166,122.47209040704183,85.51256259671514,p107_37034_1_000008,1182.9014080609195
92.32324858053198,ok,140,92.31303651422682,90.62132422693884,72.5190605421354,3,6,1351.1496769790538,163.74603404919617,72.5082170077664,p107_37034_1_000009,1514.8969691828825
76.44288027751692,ok,38,76.54869829690492,71.93588869073486,72.37577505757301,5,3,2174.5417135439347,147.18021511705592,72.3682011040878,p107_37034_1_000010,2321.723574206
85.94698343607214,ok,127,85.95530579606312,80.15263743719945,78.27114246396796,4,3,1055.8000366329215,133.10266042291187,78.1984560195187,p107_37034_1_000011,1188.9043297232129
92.45510000070793,ok,188,92.46788235446196,92.35351603400694,76.41352594680706,3,4,1115.486481979955,128.55378953902982,76.33413816489556,p107_37034_1_000012,1244.0553223129828
92.33181078892481,ok,200,92.36389629227035,92.36389629227035,78.30014409835734,4,4,1271.851291796891,132.38823682791553,78.31640464159267,p107_37034_1_000013,1404.241117883008
0.302558798647345,flux_rejected,131,14.678499875005702,14.678499875005672,13.614839960716882,5,2,2324.2428447210696,129.86467298702337,13.600947457925844,p107_37034_1_000014,2454.1091247559525
84.66287217376184,ok,100,84.64581408714709,78.91757620223292,70.74283913491271,5,3,1222.1543905490544,164.95161021500826,70.78924395837285,p107_37034_1_000015,1387.1072534809355
91.67375812202324,ok,187,91.69786371024624,90.87521840506744,78.67507710827425,4,3,1114.653117923066,102.47926906310022,78.69458941059605,p107_37034_1_000016,1217.1335979320575
88.19096871285834,ok,195,88.19010391717096,86.52836802144012,67.03339197414819,4,3,1107.8677567590494,106.54458272713237,67.00481483834416,p107_37034_1_000017,1214.4136366669554
70.81656593368452,ok,3,70.83259774574616,60.13074956823396,68.60112088076761,3,4,2451.3872369749006,96.96980224899016,68.50864503235442,p107_37034_1_000018,2548.3582490540575
91.7883057525411,ok,200,91.81772804325468,91.81772804325468,85.87107259188483,4,4,1254.1233910999727,138.73853929294273,85.90313798680593,p107_37034_1_000019,1392.893521437887
88.73292974065843,ok,168,88.73813383073754,84.70878991375443,12.833883367854941,4,3,1112.4374705730006,140.24467803607695,12.851830262890074,p107_37034_1_000020,1252.683396724984
73.83180834334307,ok,1,73.73755145226694,61.23665658152473,72.98042842117786,3,4,2225.5452922789846,114.07186714885756,72.96031885519757,p107_37034_1_000021,2339.6187361879274
75.34545252734866,ok,69,75.37713224794535,66.32251938223948,72.74219900451304,5,3,2462.4378730438184,161.63471998181194,72.60160935950685,p107_37034_1_000022,2624.0920677490067
82.57575812608718,ok,36,82.53446078096803,72.44299689322824,73.51256793755658,4,3,953.8911824929528,121.44790596398525,73.4899029868827,p107_37034_1_000023,1075.3589808079414
92.38337810823236,ok,169,92.42042426181962,92.1022944755626,79.14783111083095,3,5,1225.0088145791087,130.86655624513514,79.12708556631048,p107_37034_1_000024,1355.8766118751373
85.88982811284532,ok,49,85.89666441249129,85.89666441249129,76.26046711476259,4,4,1217.3318754050415,116.8687362249475,76.24977330350146,p107_37034_1_000025,1334.202301690122
88.84937141848619,ok,188,88.86585092257272,88.69580080347654,75.12386061187198,3,6,1369.9482274099719,156.52645745594054,75.12583315353837,p107_37034_1_000026,1526.4764121200424
27.33021484698263,ok,0,27.34557567766161,17.61594728484169,27.34557567766161,4,2,2114.32704226207,104.54763991106302,27.37921204636588,p107_37034_1_000027,2218.8764160911087
91.3766776376574,ok,200,91.43385804817717,91.43385804817717,78.0634359790675,2,4,937.1578004220501,93.73718374222517,78.03741143839817,p107_37034_1_000028,1030.8966220011935
92.5556283347456,ok,199,92.55306379752325,92.4866792564214,81.4037248665369,4,4,1266.1491373099852,136.7914352940861,81.39703999325737,p107_37034_1_000029,1402.9418187390547
91.34763001088696,ok,183,91.35376655917152,91.30962827847931,72.61475044109842,3,4,1111.310369801009,122.49887806200422,72.61432267609972,p107_37034_1_000030,1233.832688326016
91.90525827777866,ok,200,91.90134975962927,91.90134975962927,80.08118771625111,3,4,1092.280472338898,128.2998400630895,80.03431763837176,p107_37034_1_000031,1220.5816221979912
89.38898730506368,ok,58,89.37338546964706,86.8546565074287,70.11813595276128,2,3,784.8593364148401,86.54094380699098,70.0586913170699,p107_37034_1_000032,871.4015146379825
91.57020691676748,ok,176,91.55589254936636,90.04794003636609,78.99198622938125,3,4,1085.7238148709293,99.46382153010927,78.9836987521008,p107_37034_1_000033,1185.188822078053
90.30989972787657,ok,189,90.35905660841104,90.15210332496585,70.26836663832457,3,7,1483.644522645045,182.65636634989642,70.24966485966044,p107_37034_1_000034,1666.3023806179408
25.43411192836234,ok,1,25.448806743713796,20.412242801792445,24.423421783744484,5,2,2413.4583167990204,130.8799745729193,24.41177476666321,p107_37034_1_000035,2544.339614544064
91.72935566448757,ok,196,91.76606829389814,91.7650741458429,76.61124208738626,4,4,1247.2069845858496,122.51818395592272,76.48605144749826,p107_37034_1_000036,1369.7264345169533
92.10537886665604,ok,200,92.13102899124534,92.13102899124534,73.2156088005664,3,4,1089.4255006189924,97.15725448704325,73.21182358442155,p107_37034_1_000037,1186.584499828983
68.04152375798344,ok,0,68.0708833521656,15.291320675631225,68.0708833521656,3,3,2262.984506590059,91.26437397184782,68.10060474856375,p107_37034_1_000038,2354.2501287930645
