pair,case_id,reference_score,candidate_score,score_delta,reference_axis_R,reference_axis_Z,reference_axis_residual,reference_axis_topology_trace,reference_axis_topology_det,reference_axis_ellipse_aspect,reference_psi_angle_p95,reference_psi_angle_l2,reference_surface_effective_level,reference_surface_drift_relative_p95,reference_alpha_normal_B_relative_l2,reference_iota_min,reference_qs_target_global_error_per_helicity,candidate_axis_R,candidate_axis_Z,candidate_axis_residual,candidate_axis_topology_trace,candidate_axis_topology_det,candidate_axis_ellipse_aspect,candidate_psi_angle_p95,candidate_psi_angle_l2,candidate_surface_effective_level,candidate_surface_drift_relative_p95,candidate_alpha_normal_B_relative_l2,candidate_iota_min,candidate_qs_target_global_error_per_helicity
Exact hint,1681132,89.01180267128575,89.00903026489237,-0.002772406393376059,0.852717270714652,1.309867114652577e-09,3.4987523007469615e-09,-0.319924575451844,0.9999997751653091,1.6310895313069067,2.0344956330803397e-05,3.3446132532152135e-06,0.3377243955871264,0.028936267729152813,1.2834724279171068e-05,1.3531681299209595,0.005644070864579324,0.852717270714652,1.309867114652577e-09,4.538314857660258e-09,-0.3199180660708466,0.9999942779080941,1.6310895769134999,2.0344956330803397e-05,3.3446132532152135e-06,0.3377243955871264,0.028936267729152813,1.2834724279171068e-05,1.3531681299209595,0.0056440708645793085
Exact hint,1681431,70.73612819826903,70.73681821728984,0.0006900190208085633,1.2107709749716224,-3.5729067615739186e-10,4.145813081692361e-09,-0.8615592185163554,0.9999996870688395,3.10202679195139,6.711179887606888e-05,1.0325961171001335e-05,0.2661154585281488,0.03926687355188694,4.2560280435158804e-05,1.5073978900909424,0.055203664380791426,1.2107709749716224,-3.5729067615739186e-10,3.8862332422443686e-09,-0.8615673029546811,1.0000017068127631,3.102042898520848,6.711179887606888e-05,1.0325961171001335e-05,0.2661154585281488,0.03926687355188694,4.2560280435158804e-05,1.5073978900909424,0.055203664380791245
Exact hint,1681811,78.66367800481159,78.66588438845568,0.0022063836440935347,1.2269465524344891,-4.214683319398816e-09,4.696018080492145e-09,-1.1454732269961987,1.0000012693993572,3.6163342189575256,0.0005889190797642635,7.165889717254087e-05,0.19184691107171603,0.03479193775328383,0.0003964062635128969,1.498766541481018,0.008231206672698952,1.2269465524344891,-4.214683319398816e-09,3.858640512286427e-09,-1.1454654024275999,1.0000026537554425,3.616310589232897,0.0005889190797642635,7.165889717254087e-05,0.19184691107171603,0.03479193775328383,0.0003964062635128968,1.498766541481018,0.008231206672698985
Exact hint,1734167,88.3112949057082,88.28145646533353,-0.02983844037466099,1.557226556482858,-1.700302952655579e-10,7.927374514368059e-10,-1.7765531019149676,1.0000014394139511,1.030978860306041,0.00015091835474771367,3.940185283032393e-05,0.215658689680116,0.06745504055502911,7.245229147244978e-05,1.7190293073654175,0.0010176715043841362,1.557226556482858,-1.700302952655579e-10,1.2662142738924086e-08,-1.7765609295232008,1.000011239576811,1.030989461861098,0.00015091835474771367,3.940185283032393e-05,0.215658689680116,0.06745504055502911,7.245229147244976e-05,1.7190293073654175,0.0010176715043841368
Exact hint,1738437,89.77797162605461,89.78550744069244,0.007535814637833482,0.8215904655711128,-3.1860025661526598e-09,4.630955181565293e-08,-0.6116068159468317,0.9999999341369663,2.07701142933748,7.188453779605806e-05,2.5181104987954245e-05,0.1940766654428711,0.004530761817297858,3.8778679495641395e-05,1.121563196182251,0.0007390367778835282,0.8215904655711128,-3.1860025661526598e-09,4.1643239378227076e-08,-0.6116123076809168,0.9999859824460253,2.0770241757488983,7.188453779605806e-05,2.5181104987954245e-05,0.1940766654428711,0.004530761817297858,3.8778679495641395e-05,1.121563196182251,0.000739036777883533
Exact hint,1747896,93.30853625930516,93.30417998413697,-0.004356275168191814,1.20648583699454,2.7088420025736804e-10,5.504250757998242e-10,-0.755973646038154,1.0000002664685457,1.7839188354761057,2.582100289206384e-05,8.050251330960017e-06,0.4734425772441532,0.03605446464758796,1.3491017257630736e-05,1.5487638711929321,0.0015486089833555146,1.20648583699454,2.7088420025736804e-10,1.8101007462233287e-09,-0.755977667666337,0.9999886689826883,1.7839235710618648,2.582100289206384e-05,8.050251330960017e-06,0.4734425772441532,0.03605446464758796,1.349101725763074e-05,1.5487638711929321,0.001548608983355516
Exact hint,1748858,83.3932220771292,83.39847255029957,0.005250473170377745,1.1569717136814968,-2.1341441943586885e-09,3.04605804296861e-09,0.3735593491569906,1.0000002079038297,2.6298756118000357,2.879157878580779e-05,1.0999564529309507e-05,0.2748810012098496,0.03598631656986244,1.3056541281875875e-05,1.0703798532485962,0.014073814318915145,1.1569717136814968,-2.1341441943586885e-09,1.3172139899171093e-09,0.37356292580036565,0.9999959127490605,2.629865753151459,2.879157878580779e-05,1.0999564529309507e-05,0.2748810012098496,0.03598631656986244,1.3056541281875877e-05,1.0703798532485962,0.0140738143189151
Exact hint,1777210,92.9514883170931,92.94728125141269,-0.004207065680404298,1.3342574397108735,-8.489112185744876e-09,3.824426756687346e-08,-1.3424354234173763,1.0000007847533317,2.205009262427267,5.118989659548937e-05,1.6256854725681997e-05,0.38739611656633,0.02915265200454278,2.562537177718036e-05,1.4512479305267334,0.0006237774501927072,1.3342574397108735,-8.489112185744876e-09,4.078601530025246e-08,-1.3424372308303107,1.0000025424077117,2.205021542346953,5.118989659548937e-05,1.6256854725681997e-05,0.38739611656633,0.02915265200454278,2.5625371777180364e-05,1.4512479305267334,0.0006237774501927085
Exact hint,1779987,75.4889316106133,75.50379551090924,0.01486390029593565,1.2132771150864072,4.988166418783688e-09,2.195237998777619e-08,-0.30199525472999444,0.9999980333601363,5.83121439939498,4.450410606838942e-05,7.91605876250582e-06,0.08488679723315672,0.06941541372055296,3.086977398514135e-05,0.9699207544326782,0.006513043092248335,1.2132771150864072,4.988166418783688e-09,1.3951065946325004e-08,-0.3019970014662111,0.9999946629943254,5.831201772920109,4.450410606838942e-05,7.91605876250582e-06,0.08488679723315672,0.06941541372055296,3.086977398514135e-05,0.9699207544326782,0.006513043092248339
Exact hint,1781239,88.02583509011046,88.02772601516838,0.0018909250579213221,0.8062579952129305,1.6190734620422415e-09,6.191064365822888e-09,-1.6921570308983669,1.0000011401225917,2.484057068905213,4.147315311021653e-05,1.2251793981133312e-05,0.31739828683595056,0.0005503844580190568,2.0546728985335404e-05,1.6280373334884644,0.006095128415720933,0.8062579952129305,1.6190734620422415e-09,5.4238025209467685e-09,-1.6921593115460332,0.9999929493640549,2.484091313457797,4.147315311021653e-05,1.2251793981133312e-05,0.31739828683595056,0.0005503844580190568,2.0546728985335404e-05,1.6280373334884644,0.006095128415720925
Exact hint,1784946,83.3229329566821,83.33327857897972,0.010345622297620594,1.1795261692715455,-4.2263015187588775e-09,9.436231851850757e-09,-0.30572909744016374,1.0000002733913245,1.8150385206647364,2.184982733144278e-05,5.303009048020506e-06,0.42935765951295013,0.00024751293847138646,1.2443926592944085e-05,1.3547831773757935,0.017518730158563603,1.1795261692715455,-4.2263015187588775e-09,5.0744553395847555e-09,-0.30572691343803504,1.0000057024150786,1.8150339978038248,2.184982733144278e-05,5.303009048020506e-06,0.42935765951295013,0.00024751293847138646,1.2443926592944085e-05,1.3547831773757935,0.01751873015856366
Exact hint,1785460,76.66321061088095,76.68032095358984,0.017110342708889448,1.2424603439799664,-7.956861742021477e-11,1.1793637643423607e-08,-1.0711416799234548,0.9999997122247207,2.8801160494131444,7.597544561410012e-05,1.8215899652720818e-05,0.29702948407570445,0.028321620745955952,4.306225749668926e-05,1.6363914012908936,0.03076857336072175,1.2424603439799664,-7.956861742021477e-11,4.449177041456171e-09,-1.0711387014579015,1.0000159530787145,2.8800912437174584,7.597544561410012e-05,1.8215899652720818e-05,0.29702948407570445,0.028321620745955952,4.3062257496689256e-05,1.6363914012908936,0.03076857336072187
Exact hint,1813769,93.06623178700004,93.06406292343915,-0.002168863560882528,1.4130630810321232,2.512803767359474e-09,6.624447066885598e-09,-1.772346292486093,1.000002534677213,1.8943328219719748,5.010839226009046e-05,1.4802914769654995e-05,0.41877736824059,0.009889915381429767,2.48142723210505e-05,1.686018466949463,0.0009350315248030396,1.4130630810321232,2.512803767359474e-09,7.544941158160164e-09,-1.772351911007577,1.0000166516406415,1.8942822875829386,5.010839226009046e-05,1.4802914769654995e-05,0.41877736824059,0.009889915381429767,2.48142723210505e-05,1.686018466949463,0.0009350315248030421
Exact hint,1815557,73.72928417834183,73.73360113342302,0.004316955081193896,0.8493381922582517,1.8884871948652134e-10,3.1429998290681404e-09,-0.23308047049806285,1.0000003736663465,1.8093184133283893,3.880566716203171e-05,8.10433761042588e-06,0.104841043312727,0.02797355849247171,2.7486884506473528e-05,0.9712892770767212,0.0137957807470123,0.8493381922582517,1.8884871948652134e-10,1.6144273575355684e-09,-0.2330831617299743,0.9999899721577675,1.8093211428679277,3.880566716203171e-05,8.10433761042588e-06,0.104841043312727,0.02797355849247171,2.748688450647353e-05,0.9712892770767212,0.013795780747012258
Exact hint,1820578,76.40414114334644,76.4002943216701,-0.003846821676333434,0.8447951279566112,-1.2634748126956626e-09,2.3283934464029343e-09,-0.28821146907748973,0.9999999250067673,1.4268168594974737,1.8501999392033462e-05,3.6202545503361403e-06,0.6596147888613275,0.010291705526298116,1.0763129471023206e-05,1.3612043857574463,0.04684296341138034,0.8447951279566112,-1.2634748126956626e-09,3.6863712954699983e-09,-0.28821519853897565,1.0000051258350127,1.426818058798127,1.8501999392033462e-05,3.6202545503361403e-06,0.6596147888613275,0.010291705526298116,1.0763129471023209e-05,1.3612043857574463,0.04684296341138039
Exact hint,1849717,86.59771902615114,86.59983488155855,0.0021158554074105496,1.1959815886485528,7.578504646664437e-10,1.906410168723694e-09,-1.9430172860588089,0.9999994284840223,1.370534797007137,0.0001623595143217619,4.133712618646387e-05,0.16,0.014352872738780073,6.619526691777224e-05,1.7922277450561523,0.002739470698680511,1.1959815886485528,7.578504646664437e-10,1.2511794514798284e-09,-1.9430182536631035,1.0000010103721257,1.3705297795627622,0.0001623595143217619,4.133712618646387e-05,0.16,0.014352872738780073,6.619526691777224e-05,1.7922277450561523,0.00273947069868051
Exact hint,1852892,82.98369046826535,83.01527247208973,0.03158200382438281,0.846610916274793,-8.130285956389595e-11,1.6097371616688436e-08,-1.9219289387432745,1.000000367856461,3.9842509330302054,7.157414584864741e-05,1.365403877921111e-05,0.11760837226709346,0.056035047239168405,3.679253418307986e-05,1.7272382974624634,0.005275796239148173,0.846610916274793,-8.130285956389595e-11,2.427084199353765e-09,-1.9219533513307316,1.0000242843888036,3.9842608724450135,7.157414584864741e-05,1.365403877921111e-05,0.11760837226709346,0.056035047239168405,3.679253418307986e-05,1.7272382974624634,0.005275796239148183
Exact hint,1854509,92.73745795443645,92.73971132014152,0.0022533657050729516,0.8579433950122474,-5.16487408819045e-10,3.586485009852153e-09,-0.3803858147266118,0.9999994938843961,1.994696491672993,3.963244472844756e-05,1.2222087308814068e-05,0.43257923893928124,0.0010428901149379982,1.9829345522855562e-05,1.3727766275405884,0.001221228807458129,0.8579433950122474,-5.16487408819045e-10,2.779856159475001e-09,-0.3803857276558582,0.9999948957631823,1.9947026443939566,3.963244472844756e-05,1.2222087308814068e-05,0.43257923893928124,0.0010428901149379982,1.982934552285557e-05,1.3727766275405884,0.0012212288074581307
Exact hint,1873795,82.49147954820299,82.53566615527471,0.044186607071722506,0.7288677877172698,1.5981570646397304e-09,2.119454148582783e-08,-1.3312390794415474,0.9999902611058689,4.553220576014242,0.00012000432697914168,1.8071274388433497e-05,0.10796733456815555,0.019489903105414003,6.702277047669935e-05,1.829248309135437,0.0015630037736719467,0.7288677877172698,1.5981570646397304e-09,1.5533695359349787e-09,-1.3312400472450152,1.0000095280895778,4.553127137538779,0.00012000432697914168,1.8071274388433497e-05,0.10796733456815555,0.019489903105414003,6.702277047669938e-05,1.829248309135437,0.0015630037736719493
