step,score,valid_g4_directions,full_g2_cosine,full_g3_cosine,full_g4_cosine,full_on_adam,g2_on_adam,g3_on_adam,g4_on_adam,full_rms,g2_rms,g3_rms,g4_projected_rms,g4_batch_wall_s,g4_query_mean_wall_s
50,89.41970968134945,32,0.06751432319090253,0.23782792112942175,-0.551409396279442,30.11575233761824,2.7558499696578984,3.0700077040413287,-8.493497329789312,3.7600542931810623,0.035319853869790925,0.039611501227130384,0.6768356291064868,41.886991469189525,0.6444152533721466
89,90.61842896461606,32,-0.2978211983468974,-0.22308729304058422,-0.14866893403604897,-16.024986714132805,2.2415908864919283,2.059160892952749,-1.556193595811465,0.5908935661796384,0.030405442606713632,0.02957345714053588,0.40107952822026116,42.175053872168064,0.6488469826487394
100,90.5880584239853,32,-0.2283523151080596,-0.23401969350385987,0.31486856065877034,-49.13318661465426,2.1873570723356455,2.053454390765767,-8.702779327879657,1.886973510993309,0.033479717502378804,0.03240840705854239,0.43083941338045073,42.470044711604714,0.6533853032554572
120,90.30285361771814,31,-0.06227838350757873,0.013474603273982087,0.37190314325096335,-11.368356169506502,1.5574505086063728,1.4745092525951233,-2.602191531197506,1.0301653644765632,0.024372542706304307,0.024559890580705575,0.29354606977253306,41.1689667198807,0.6333687187673954
