learning_rate,beta1,score_k0,score_k1,score_k2,k1_minus_k0,k2_minus_k1
0.003,0.5,87.37593701909695,87.73077531808265,87.83976859152327,0.3548382989856975,0.1089932734406176
0.003,0.7,87.37593701909692,87.62592016083568,87.75990865111069,0.24998314173875258,0.1339884902750157
0.003,0.9,87.37593701909695,87.82899218649501,87.85925882059266,0.4530551673980625,0.030266634097642964
0.01,0.5,89.29223275891636,88.50215031489114,92.19102464499123,-0.7900824440252165,3.6888743301000915
0.01,0.7,89.32293785487147,92.2975244646702,90.38870154142934,2.9745866097987346,-1.9088229232408622
0.01,0.9,89.34746084738615,90.64340784708274,90.82848783437517,1.2959469996965964,0.18507998729242559
0.03,0.5,89.48381989795396,92.17753345046329,90.02965073719051,2.6937135525093225,-2.1478827132727787
0.03,0.7,89.50133731326892,90.7298571980808,92.68473769100156,1.228519884811874,1.9548804929207648
0.03,0.9,89.51303695697415,90.82763455856477,90.77541151386765,1.31459760159062,-0.05222304469711503
